game_id,date,season,week,league,away,home,assists,blocks,callahans,catches,completions,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-IND-ATL,2023-04-29,2023,1,,IND,ATL,3.0,,,30.0,34.0,,1.0,2.0,,35.0,1.0,94.0,229.0
2023-05-13-IND-CHI,2023-05-13,2023,3,,IND,CHI,1.0,2.0,1.0,10.0,12.0,1.0,,1.0,1.0,12.0,,-49.0,108.0
2023-05-20-MAD-IND,2023-05-20,2023,4,,MAD,IND,3.0,1.0,,42.0,46.0,1.0,5.0,,,47.0,1.0,153.0,281.0
2023-07-01-MAD-IND,2023-07-01,2023,10,,MAD,IND,3.0,,,18.0,21.0,1.0,1.0,1.0,2.0,21.0,,23.0,207.0
2023-07-09-IND-MIN,2023-07-09,2023,11,,IND,MIN,2.0,,,20.0,20.0,1.0,1.0,,3.0,22.0,2.0,89.0,128.0
2023-07-22-IND-PIT,2023-07-22,2023,13,,IND,PIT,3.0,,,19.0,24.0,,1.0,1.0,,24.0,,-1.0,219.0
