game_id,date,season,week,league,away,home,def_sack,def_solo,def_tot,def_ydsl,interceptions_made,sacks,tackles
FOOTBALL_CFL_2022_10_22_CGY@SSK,2022-10-22,2022,1,CFL,CGY,SSK,1.0,2.0,2.0,7.0,,,
FOOTBALL_CFL_2022_11_6_CGY@BC,2022-11-06,2022,1,CFL,CGY,BC,,2.0,2.0,,,,
FOOTBALL_CFL_2022_6_18_CGY@HAM,2022-06-18,2022,1,CFL,CGY,HAM,,1.0,1.0,,,,
FOOTBALL_CFL_2022_6_25_EDM@CGY,2022-06-25,2022,1,CFL,EDM,CGY,,1.0,1.0,,,,
FOOTBALL_CFL_2022_6_9_MTL@CGY,2022-06-09,2022,1,CFL,MTL,CGY,,2.0,2.0,,,,
FOOTBALL_CFL_2022_7_30_WPG@CGY,2022-07-30,2022,1,CFL,WPG,CGY,,2.0,2.0,,,,
FOOTBALL_CFL_2022_7_7_CGY@EDM,2022-07-07,2022,1,CFL,CGY,EDM,1.0,1.0,1.0,1.0,,,
FOOTBALL_CFL_2022_8_5_CGY@OTT,2022-08-05,2022,1,CFL,CGY,OTT,,1.0,1.0,,,,
9889287,2023-06-15,2023,2,CFL,CGY,OTT,,,,,,,1.0
9889320,2023-08-12,2023,10,CFL,CGY,BC,,,,,0.0,0.0,1.0
9889323,2023-08-18,2023,11,CFL,WPG,CGY,,,,,0.0,0.0,1.0
9889327,2023-08-25,2023,12,CFL,CGY,TOR,,,,,0.0,0.0,3.0
