game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_conceded,goals_conceded_minus_xg,goals_minus_xg,goals_per_xg,goals_plus_assists,headed_shot_share,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,saves,shots,shots_faced,shots_on_target,xa,xg,xg_faced,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-uslc-2018-BLMv6m3Mxe,,2018,1,USLC,,,0.0,0.0,37.4461,29.5999,0.0,2.0,0.9793,0.0,1.9594,0.0,0.0,0.0,99.0,0.6341,41.0,-3.1631,-7.7148,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0207,0.0,0.0,0.7113,0.0
soccer-uslc-2019-BLMv6m3Mxe,,2019,1,USLC,,,0.0,0.0,39.6823,30.2859,0.0,26.0,-0.2702,0.0,0.9897,0.0,0.1939,0.0,2000.0,0.6935,721.0,-9.6214,-1.3344,0.0,69.0,0.0,98.0,0.0,0.0,0.0,26.2702,0.0,0.0,0.7068,0.0
soccer-mls-2020-a2lqR4JMr0,,2020,1,MLS,,,0.0,-0.0707,44.7052,40.7387,0.0,2.0,0.7516,0.0,1.6021,0.0,0.1667,1.0,95.0,0.425,40.0,-3.6861,-9.2154,0.0,4.0,0.0,6.0,0.0,0.0707,0.0,1.2484,0.0,0.0707,0.5172,0.0
soccer-uslc-2020-BLMv6m3Mxe,,2020,1,USLC,,,0.0,0.0,37.7462,27.9343,0.0,7.0,0.6382,0.0,1.1003,0.0,0.1667,0.0,501.0,0.6591,176.0,-11.1377,-6.3282,0.0,11.0,0.0,18.0,0.0,0.0,0.0,6.3618,0.0,0.0,0.7224,0.0
soccer-mls-2021-a2lqR4JMr0,,2021,1,MLS,,,0.0,0.0,43.1022,37.3629,0.0,41.0,2.1524,0.0,1.0554,0.0,0.1343,0.0,2785.0,0.6052,884.0,27.2286,3.0802,0.0,90.0,0.0,134.0,0.0,0.0,0.0,38.8476,0.0,0.0,0.5744,0.0
soccer-mls-2022-EKXMeX3Q64,,2022,1,MLS,,,0.0,0.0,37.7959,29.9707,0.0,16.0,2.4748,0.0,1.183,0.0,0.1224,0.0,875.0,0.7186,398.0,11.9915,3.0129,0.0,32.0,0.0,49.0,0.0,0.0,0.0,13.5252,0.0,0.0,0.6885,0.0
soccer-mlsnp-2022-BLMv6m3Mxe,,2022,1,MLSNP,,,0.0,0.0,33.6687,23.8165,0.0,4.0,0.9524,0.0,1.3125,0.0,0.2222,0.0,199.0,0.8312,77.0,2.2468,2.918,0.0,5.0,0.0,9.0,0.0,0.0,0.0,3.0476,0.0,0.0,0.802,0.0
soccer-mlsnp-2024-2vQ1XzlqrA,,2024,1,MLSNP,,,0.0,0.0,31.3143,20.7503,0.0,43.0,3.889,0.0,1.0994,0.0,0.1167,0.0,2088.0,0.8251,835.0,10.3367,1.2379,0.0,74.0,0.0,120.0,0.0,0.0,0.0,39.111,0.0,0.0,0.8128,0.0
soccer-mls-2025-eVq3ya6MWO,,2025,1,MLS,,,0.0,0.0,20.6347,14.075,0.0,1.0,0.16,0.0,1.1904,0.0,0.0,0.0,101.0,0.8696,23.0,-1.0032,-4.362,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.84,0.0,0.0,0.9132,0.0
soccer-mlsnp-2025-2vQ1XzlqrA,,2025,1,MLSNP,,,0.0,0.0,28.7523,11.7939,0.0,1.0,0.0827,0.0,1.0901,0.0,0.1667,0.0,96.0,0.9167,36.0,0.286,0.7945,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.9173,0.0,0.0,0.9087,0.0
