game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2023_SEASON_TOTAL,,2023,1,PUL,,,21.0,3.0,,5.0,,10.0,26.0,19.0
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,2.0,,11.0,1.0,6.0,1.0,23.0,2.0
