game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2024-06-15-1438092,2024-06-15,2024,1,T20I,Croatia,Gibraltar,8.0,0.0,0.0,7.0,2.0,0.0,,,,,,,1.0
cricket-t20i-2024-06-16-1438094,2024-06-16,2024,1,T20I,Croatia,Gibraltar,5.0,0.0,0.0,6.0,0.0,0.0,,,,,,,1.0
cricket-t20i-2025-05-05-1483068,2025-05-05,2025,1,T20I,Croatia,Malta,,,,,,,8.0,0.0,0.0,13.0,0.0,1.0,1.0
cricket-t20i-2025-05-05-1483069,2025-05-05,2025,1,T20I,Croatia,Malta,9.0,1.0,0.0,6.0,6.0,0.0,,,,,,,1.0
