game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_yards
13419682,2026-06-20,2026,3,CFL,MTL,EDM,,50.0,4.0,
13419684,2026-06-25,2026,4,CFL,EDM,WPG,1.0,28.0,3.0,
13419690,2026-07-04,2026,5,CFL,EDM,BC,,43.0,5.0,
SYNTHETIC_CFL_2026_W6_EDM,2026-07-09,2026,6,CFL,OTT,EDM,,67.0,4.0,
SYNTHETIC_CFL_2026_W7_EDM,2026-07-17,2026,7,CFL,BC,EDM,1.0,37.0,4.0,1.0
13419700,2026-07-23,2026,8,CFL,EDM,SSK,,157.0,10.0,
SYNTHETIC_CFL_2026_W9_EDM,2026-08-01,2026,9,CFL,SSK,EDM,1.0,32.0,3.0,
