game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
13419680,2026-06-19,2026,3,CFL,BC,HAM,2.0,120.0,9.0
13419686,2026-06-27,2026,4,CFL,CGY,BC,0.0,21.0,3.0
13419690,2026-07-04,2026,5,CFL,EDM,BC,0.0,32.0,2.0
SYNTHETIC_CFL_2026_W7_BC,2026-07-17,2026,7,CFL,BC,EDM,0.0,62.0,5.0
13419702,2026-07-25,2026,8,CFL,TOR,BC,0.0,0.0,0.0
SYNTHETIC_CFL_2026_W9_BC,2026-07-30,2026,9,CFL,BC,WPG,0.0,8.0,1.0
