game_id,date,season,week,league,away,home,def_int,def_lg,def_solo,def_tot,def_yds,interceptions_made,sacks,tackles
FOOTBALL_CFL_2021_10_29_HAM@EDM,2021-10-29,2021,1,CFL,HAM,EDM,,,2.0,2.0,,,,
FOOTBALL_CFL_2021_11_12_HAM@TOR,2021-11-12,2021,1,CFL,HAM,TOR,,,1.0,1.0,,,,
FOOTBALL_CFL_2021_11_28_MTL@HAM,2021-11-28,2021,1,CFL,MTL,HAM,1.0,22.0,2.0,2.0,22.0,,,
FOOTBALL_CFL_2021_11_5_BC@HAM,2021-11-05,2021,1,CFL,BC,HAM,,,3.0,3.0,,,,
FOOTBALL_CFL_2021_12_12_WPG@HAM,2021-12-12,2021,1,CFL,WPG,HAM,,,5.0,5.0,,,,
FOOTBALL_CFL_2021_12_5_HAM@TOR,2021-12-05,2021,1,CFL,HAM,TOR,,,2.0,2.0,,,,
FOOTBALL_CFL_2021_8_14_HAM@SSK,2021-08-14,2021,1,CFL,HAM,SSK,,,7.0,7.0,,,,
FOOTBALL_CFL_2021_8_27_HAM@MTL,2021-08-27,2021,1,CFL,HAM,MTL,,,1.0,1.0,,,,
FOOTBALL_CFL_2021_9_22_HAM@OTT,2021-09-22,2021,1,CFL,HAM,OTT,,,1.0,1.0,,,,
9889284,2023-06-09,2023,1,CFL,HAM,WPG,,,,,,,,2.0
9889322,2023-08-17,2023,11,CFL,EDM,HAM,,,,,,0.0,0.0,4.0
9889328,2023-08-26,2023,12,CFL,HAM,BC,,,,,,0.0,0.0,3.0
9889332,2023-09-04,2023,13,CFL,TOR,HAM,,,,,,1.0,0.0,6.0
9889334,2023-09-08,2023,14,CFL,HAM,OTT,,,,,,1.0,0.0,6.0
9889340,2023-09-16,2023,15,CFL,WPG,HAM,,,,,,1.0,1.0,6.0
9889345,2023-09-23,2023,16,CFL,HAM,TOR,,,,,,0.0,0.0,2.0
9889349,2023-09-30,2023,17,CFL,CGY,HAM,,,,,,0.0,0.0,3.0
9889352,2023-10-07,2023,18,CFL,HAM,SSK,,,,,,1.0,0.0,4.0
9889354,2023-10-13,2023,19,CFL,BC,HAM,,,,,,0.0,0.0,3.0
9889362,2023-10-28,2023,21,CFL,HAM,MTL,,,,,,0.0,0.0,0.0
10798017,2024-06-07,2024,1,CFL,HAM,CGY,,,,,,0.0,0.0,3.0
