game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_yards
FOOTBALL_XFL_2023_2_18_VGS@ARL,2023-02-18,2023,1,XFL,VGS,ARL,1.0,64.0,3.0,6.0
FOOTBALL_XFL_2023_2_25_DC@VGS,2023-02-25,2023,2,XFL,DC,VGS,,14.0,2.0,4.0
FOOTBALL_XFL_2023_3_4_SEA@VGS,2023-03-04,2023,3,XFL,SEA,VGS,,9.0,2.0,3.0
FOOTBALL_XFL_2023_3_12_VGS@DC,2023-03-12,2023,4,XFL,VGS,DC,2.0,65.0,3.0,
FOOTBALL_XFL_2023_3_18_ORL@VGS,2023-03-18,2023,5,XFL,ORL,VGS,,34.0,3.0,
FOOTBALL_XFL_2023_3_25_STL@VGS,2023-03-25,2023,6,XFL,STL,VGS,,23.0,3.0,
FOOTBALL_XFL_2023_4_1_SA@VGS,2023-04-01,2023,7,XFL,SA,VGS,,-1.0,1.0,3.0
FOOTBALL_XFL_2023_4_8_VGS@STL,2023-04-08,2023,8,XFL,VGS,STL,,,,8.0
FOOTBALL_XFL_2023_4_15_VGS@HOU,2023-04-15,2023,9,XFL,VGS,HOU,1.0,22.0,4.0,
