game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
SYNTHETIC_CFL_2022_W2_TOR,,2022,2,CFL,,,,,,,0.0,10.0,,
6247,2022-08-12,2022,10,CFL,TOR,HAM,,0.0,8.0,1.0,,,,
6270,2022-09-24,2022,16,CFL,TOR,OTT,,0.0,5.0,1.0,0.0,1.0,,
9889294,2023-06-25,2023,3,CFL,TOR,EDM,,0.0,-2.0,1.0,0.0,48.0,,
9889303,2023-07-14,2023,6,CFL,TOR,MTL,,,,,1.0,0.0,,
9889321,2023-08-13,2023,10,CFL,OTT,TOR,0.0,,,,,,0.0,0.0
9889332,2023-09-04,2023,13,CFL,TOR,HAM,0.0,,,,0.0,6.0,0.0,0.0
9889335,2023-09-09,2023,14,CFL,MTL,TOR,,,,,0.0,2.0,,
9889345,2023-09-23,2023,16,CFL,HAM,TOR,,0.0,16.0,1.0,0.0,14.0,,
9889346,2023-09-29,2023,17,CFL,TOR,WPG,,0.0,13.0,1.0,,,,
9889350,2023-10-06,2023,18,CFL,EDM,TOR,0.0,,,,0.0,41.0,0.0,0.0
9889357,2023-10-14,2023,19,CFL,OTT,TOR,0.0,0.0,2.0,1.0,0.0,59.0,0.0,0.0
9889359,2023-10-21,2023,20,CFL,TOR,SSK,,0.0,36.0,3.0,1.0,109.0,,
9889363,2023-10-28,2023,21,CFL,TOR,OTT,,0.0,6.0,1.0,0.0,8.0,,
10798019,2024-06-09,2024,1,CFL,BC,TOR,,,,,,19.0,,
10798026,2024-06-22,2024,3,CFL,EDM,TOR,,0.0,6.0,1.0,0.0,15.0,,
10798029,2024-06-28,2024,4,CFL,MTL,TOR,,,,,0.0,2.0,,
10798036,2024-07-11,2024,6,CFL,TOR,MTL,,0.0,1.0,2.0,0.0,29.0,,
10798042,2024-07-20,2024,7,CFL,TOR,HAM,,0.0,20.0,2.0,,,,
10798046,2024-07-27,2024,8,CFL,WPG,TOR,,,,,0.0,24.0,,
10798053,2024-08-09,2024,10,CFL,CGY,TOR,,,,,0.0,5.0,,
10798066,2024-09-02,2024,13,CFL,TOR,HAM,,,,,0.0,6.0,,
10798069,2024-09-07,2024,14,CFL,TOR,OTT,,0.0,0.0,0.0,,,,
10798072,2024-09-13,2024,15,CFL,TOR,BC,,,,,0.0,34.0,,
10798075,2024-09-20,2024,16,CFL,HAM,TOR,,,,,0.0,26.0,,
10798082,2024-09-28,2024,17,CFL,MTL,TOR,,,,,0.0,39.0,,
10798086,2024-10-11,2024,19,CFL,TOR,WPG,,,,,0.0,4.0,,
10798091,2024-10-19,2024,20,CFL,OTT,TOR,,,,,0.0,23.0,,
10798094,2024-10-25,2024,21,CFL,TOR,EDM,,0.0,13.0,1.0,0.0,18.0,,
11824045,2025-06-05,2025,1,CFL,OTT,SSK,,0.0,20.0,3.0,,,,
11824050,2025-06-13,2025,2,CFL,MTL,OTT,,0.0,14.0,3.0,0.0,5.0,,
11824055,2025-06-21,2025,3,CFL,OTT,CGY,,1.0,17.0,2.0,0.0,96.0,,
11824060,2025-06-29,2025,4,CFL,TOR,OTT,,0.0,0.0,0.0,0.0,46.0,,
11824064,2025-07-06,2025,5,CFL,OTT,EDM,,0.0,46.0,3.0,0.0,39.0,,
11824066,2025-07-12,2025,6,CFL,OTT,HAM,,0.0,0.0,0.0,0.0,13.0,,
11824071,2025-07-20,2025,7,CFL,HAM,OTT,,0.0,20.0,3.0,0.0,54.0,,
11824076,2025-07-31,2025,9,CFL,CGY,OTT,,,,,0.0,8.0,,
11824082,2025-08-09,2025,10,CFL,OTT,TOR,,,,,0.0,9.0,,
11824084,2025-08-14,2025,11,CFL,OTT,WPG,,0.0,16.0,1.0,0.0,21.0,,
11824089,2025-08-22,2025,12,CFL,EDM,OTT,,0.0,11.0,1.0,0.0,2.0,,
11824095,2025-09-05,2025,14,CFL,BC,OTT,,0.0,16.0,2.0,0.0,12.0,,
11824100,2025-09-12,2025,15,CFL,OTT,BC,,0.0,23.0,3.0,0.0,28.0,,
11824105,2025-09-20,2025,16,CFL,WPG,OTT,,,7.0,2.0,,43.0,,
11824117,2025-10-13,2025,19,CFL,OTT,MTL,,,,,0.0,7.0,,
11824120,2025-10-18,2025,20,CFL,MTL,OTT,,1.0,34.0,4.0,0.0,2.0,,
11824122,2025-10-24,2025,21,CFL,OTT,HAM,,0.0,3.0,1.0,0.0,1.0,,
