game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452441,,,1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2457577,,,2,,,,3.0,2.0,0.0,8.0,0.0,7.0,1.0
2463132,,,3,,,,9.0,2.0,0.0,3.0,1.0,6.0,0.0
2463417,2022-07-10,,4,BIG3,Ball Hogs,Tri State,7.0,2.0,1.0,6.0,0.0,11.0,1.0
2463419,2022-07-17,,5,BIG3,Ball Hogs,Aliens,5.0,0.0,0.0,2.0,1.0,4.0,0.0
2464829,2022-07-23,,6,BIG3,Ball Hogs,3s Company,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559383,2023-06-25,2023,1,BIG3,BALL HOGS,ALIENS,14.0,4.0,0.0,10.0,0.0,4.0,3.0
2559388,2023-07-01,2023,2,BIG3,ENEMIES,BALL HOGS,6.0,2.0,0.0,3.0,1.0,3.0,0.0
2559396,2023-07-09,2023,3,BIG3,GHOST BALLERS,BALL HOGS,5.0,1.0,0.0,4.0,0.0,2.0,1.0
2559400,2023-07-15,2023,4,BIG3,BALL HOGS,POWER,8.0,2.0,0.0,5.0,0.0,5.0,2.0
2559412,2023-07-23,2023,5,BIG3,3 HEADED MONSTERS,BALL HOGS,4.0,2.0,0.0,1.0,0.0,2.0,1.0
2559422,2023-07-30,2023,6,BIG3,BALL HOGS,BIVOUAC,4.0,0.0,0.0,8.0,1.0,3.0,0.0
2660093,2024-06-15,2024,1,BIG3,TRI-STATE,BALL HOGS,6.0,3.0,0.0,4.0,0.0,8.0,0.0
