game_id,date,season,week,league,away,home,recv_lg,recv_rec,recv_tar,recv_yac,recv_yds
FOOTBALL_CFL_2016_10_21_TOR@CGY,2016-10-21,2016,1,CFL,TOR,CGY,,,3.0,,
FOOTBALL_CFL_2016_10_30_CGY@MTL,2016-10-30,2016,1,CFL,CGY,MTL,14.0,2.0,2.0,18.0,23.0
FOOTBALL_CFL_2016_6_25_CGY@BC,2016-06-25,2016,1,CFL,CGY,BC,7.0,3.0,7.0,3.0,16.0
FOOTBALL_CFL_2016_7_1_WPG@CGY,2016-07-01,2016,1,CFL,WPG,CGY,37.0,8.0,10.0,20.0,91.0
FOOTBALL_CFL_2016_7_8_CGY@OTT,2016-07-08,2016,1,CFL,CGY,OTT,36.0,6.0,7.0,107.0,99.0
