game_id,date,season,week,league,away,home,field_goal_yards,missed
SYNTHETIC_XFL_2023_W1_SEADRAGONS,2023-02-19,2023,1,XFL,SEA DRAGONS,DEFENDERS,36.0,1.0
SYNTHETIC_XFL_2023_W2_SEADRAGONS,2023-02-23,2023,2,XFL,SEA DRAGONS,BATTLEHAWKS,29.0,0.0
SYNTHETIC_XFL_2023_W3_SEADRAGONS,2023-03-04,2023,3,XFL,VIPERS,SEA DRAGONS,66.0,0.0
SYNTHETIC_XFL_2023_W4_SEADRAGONS,2023-03-11,2023,4,XFL,SEA DRAGONS,BRAHMAS,35.0,0.0
SYNTHETIC_XFL_2023_W6_SEADRAGONS,2023-03-25,2023,6,XFL,GUARDIANS,SEA DRAGONS,145.0,0.0
SYNTHETIC_XFL_2023_W7_SEADRAGONS,2023-03-31,2023,7,XFL,RENEGADES,SEA DRAGONS,125.0,
SYNTHETIC_XFL_2023_W8_SEADRAGONS,2023-04-09,2023,8,XFL,SEA DRAGONS,DEFENDERS,29.0,0.0
SYNTHETIC_XFL_2023_W9_SEADRAGONS,2023-04-16,2023,9,XFL,BATTLEHAWKS,SEA DRAGONS,36.0,1.0
SYNTHETIC_XFL_2023_W10_SEADRAGONS,2023-04-23,2023,10,XFL,SEA DRAGONS,VIPERS,0.0,2.0
