game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_catches,fielding_runouts,match_played
cricket-odi-2007-03-15-247461,2007-03-15,2007,1,ODI,Ireland,Zimbabwe,27.0,4.0,0.0,3.0,21.0,0.0,1.0,,1.0
cricket-odi-2007-03-17-247465,2007-03-17,2007,1,ODI,Ireland,Pakistan,5.0,0.0,0.0,3.0,2.0,0.0,2.0,,1.0
cricket-odi-2007-03-23-247477,2007-03-23,2007,1,ODI,West Indies,Ireland,34.0,0.0,0.0,3.0,18.0,1.0,,,1.0
cricket-odi-2007-03-30-247484,2007-03-30,2007,1,ODI,England,Ireland,7.0,0.0,0.0,3.0,2.0,0.0,1.0,,1.0
cricket-odi-2007-04-03-247488,2007-04-03,2007,1,ODI,Ireland,South Africa,50.0,4.0,0.0,3.0,28.0,0.0,,,1.0
cricket-odi-2007-04-09-247492,2007-04-09,2007,1,ODI,Ireland,New Zealand,37.0,2.0,0.0,3.0,15.0,0.0,3.0,,1.0
cricket-odi-2007-04-13-247496,2007-04-13,2007,1,ODI,Australia,Ireland,9.0,0.0,0.0,3.0,0.0,0.0,,,1.0
cricket-odi-2007-04-15-247498,2007-04-15,2007,1,ODI,Bangladesh,Ireland,9.0,1.0,0.0,3.0,5.0,0.0,,,1.0
cricket-odi-2007-04-18-247501,2007-04-18,2007,1,ODI,Ireland,Sri Lanka,1.0,0.0,0.0,4.0,0.0,0.0,,,1.0
cricket-odi-2007-07-14-295788,2007-07-14,2007,1,ODI,Ireland,West Indies,55.0,5.0,1.0,2.0,37.0,1.0,,,1.0
cricket-odi-2009-04-01-390204,2009-04-01,2009,1,ODI,Ireland,Scotland,56.0,3.0,0.0,3.0,60.0,4.0,1.0,,1.0
cricket-odi-2009-05-24-380715,2009-05-24,2009,1,ODI,England,West Indies,7.0,0.0,1.0,6.0,2.0,0.0,,,1.0
cricket-odi-2009-05-26-380716,2009-05-26,2009,1,ODI,England,West Indies,5.0,0.0,1.0,7.0,6.0,0.0,,,1.0
cricket-odi-2009-09-06-350044,2009-09-06,2009,1,ODI,England,Australia,19.0,2.0,0.0,6.0,14.0,0.0,1.0,,1.0
cricket-odi-2009-09-09-350045,2009-09-09,2009,1,ODI,England,Australia,57.0,1.0,0.0,6.0,43.0,1.0,,,1.0
cricket-odi-2009-09-12-350046,2009-09-12,2009,1,ODI,England,Australia,26.0,1.0,0.0,6.0,13.0,0.0,,,1.0
cricket-odi-2009-09-15-350047,2009-09-15,2009,1,ODI,England,Australia,41.0,4.0,0.0,6.0,58.0,3.0,,,1.0
cricket-odi-2009-09-17-350048,2009-09-17,2009,1,ODI,England,Australia,28.0,2.0,0.0,6.0,23.0,0.0,,,1.0
cricket-odi-2009-09-20-350049,2009-09-20,2009,1,ODI,England,Australia,10.0,0.0,0.0,5.0,2.0,0.0,,1.0,1.0
cricket-odi-2009-09-25-415276,2009-09-25,2009,1,ODI,England,Sri Lanka,83.0,7.0,1.0,5.0,62.0,0.0,1.0,,1.0
cricket-odi-2009-09-27-415280,2009-09-27,2009,1,ODI,South Africa,England,34.0,4.0,0.0,5.0,67.0,5.0,,1.0,1.0
cricket-odi-2009-09-29-415282,2009-09-29,2009,1,ODI,England,New Zealand,40.0,1.0,0.0,5.0,9.0,0.0,3.0,,1.0
cricket-odi-2009-10-02-415285,2009-10-02,2009,1,ODI,Australia,England,27.0,0.0,0.0,5.0,9.0,0.0,,,1.0
cricket-odi-2009-11-22-387566,2009-11-22,2009,1,ODI,South Africa,England,18.0,4.0,1.0,5.0,27.0,1.0,1.0,,1.0
cricket-odi-2009-11-27-387567,2009-11-27,2009,1,ODI,South Africa,England,4.0,0.0,0.0,6.0,0.0,0.0,1.0,,1.0
cricket-odi-2009-11-29-387568,2009-11-29,2009,1,ODI,South Africa,England,40.0,5.0,1.0,5.0,28.0,0.0,,,1.0
cricket-t20i-2009-06-05-355991,2009-06-05,2009,1,T20I,England,Netherlands,8.0,0.0,0.0,4.0,6.0,0.0,,,1.0
cricket-t20i-2009-06-07-355996,2009-06-07,2009,1,T20I,England,Pakistan,,,,,,,2.0,,1.0
cricket-t20i-2009-11-13-387563,2009-11-13,2009,1,T20I,South Africa,England,45.0,7.0,1.0,5.0,85.0,5.0,1.0,,1.0
cricket-t20i-2009-11-15-387564,2009-11-15,2009,1,T20I,South Africa,England,7.0,2.0,0.0,5.0,10.0,0.0,,1.0,1.0
cricket-ipl-2010-03-14-419109,2010-03-14,2010,1,IPL,Kolkata Knight Riders,Royal Challengers Bangalore,7.0,0.0,0.0,5.0,10.0,1.0,1.0,,1.0
cricket-ipl-2010-03-16-419112,2010-03-16,2010,1,IPL,Royal Challengers Bangalore,Kings XI Punjab,,,,,,,2.0,,1.0
cricket-ipl-2010-03-20-419119,2010-03-20,2010,1,IPL,Mumbai Indians,Royal Challengers Bangalore,6.0,0.0,1.0,5.0,7.0,0.0,,,1.0
cricket-ipl-2010-03-23-419123,2010-03-23,2010,1,IPL,Royal Challengers Bangalore,Chennai Super Kings,4.0,0.0,0.0,6.0,1.0,0.0,1.0,,1.0
cricket-ipl-2010-03-25-419128,2010-03-25,2010,1,IPL,Royal Challengers Bangalore,Delhi Daredevils,13.0,2.0,0.0,5.0,17.0,0.0,,1.0,1.0
cricket-odi-2010-02-28-426420,2010-02-28,2010,1,ODI,Bangladesh,England,40.0,4.0,0.0,5.0,33.0,0.0,1.0,,1.0
cricket-odi-2010-03-02-426421,2010-03-02,2010,1,ODI,Bangladesh,England,104.0,8.0,1.0,5.0,110.0,2.0,,,1.0
cricket-odi-2010-03-05-426422,2010-03-05,2010,1,ODI,Bangladesh,England,29.0,4.0,0.0,5.0,36.0,1.0,,,1.0
cricket-odi-2010-06-22-426387,2010-06-22,2010,1,ODI,England,Australia,85.0,16.0,1.0,5.0,103.0,0.0,,,1.0
cricket-odi-2010-06-24-426388,2010-06-24,2010,1,ODI,England,Australia,64.0,3.0,0.0,5.0,52.0,0.0,,,1.0
cricket-odi-2010-06-27-426389,2010-06-27,2010,1,ODI,England,Australia,35.0,2.0,0.0,5.0,27.0,1.0,,,1.0
cricket-odi-2010-06-30-426390,2010-06-30,2010,1,ODI,England,Australia,56.0,1.0,0.0,5.0,47.0,3.0,2.0,,1.0
cricket-odi-2010-07-03-426391,2010-07-03,2010,1,ODI,England,Australia,18.0,1.0,0.0,5.0,9.0,0.0,1.0,,1.0
cricket-odi-2010-07-08-426403,2010-07-08,2010,1,ODI,England,Bangladesh,26.0,2.0,0.0,5.0,23.0,1.0,1.0,,1.0
cricket-odi-2010-07-10-426404,2010-07-10,2010,1,ODI,England,Bangladesh,3.0,0.0,0.0,5.0,1.0,0.0,,1.0,1.0
cricket-odi-2010-07-12-426405,2010-07-12,2010,1,ODI,England,Bangladesh,2.0,0.0,0.0,6.0,1.0,0.0,,,1.0
cricket-odi-2010-09-10-426428,2010-09-10,2010,1,ODI,England,Pakistan,11.0,2.0,0.0,5.0,13.0,0.0,1.0,,1.0
cricket-odi-2010-09-12-426429,2010-09-12,2010,1,ODI,England,Pakistan,18.0,1.0,0.0,5.0,16.0,0.0,,,1.0
cricket-odi-2010-09-17-426430,2010-09-17,2010,1,ODI,England,Pakistan,74.0,6.0,0.0,5.0,61.0,0.0,1.0,,1.0
cricket-odi-2010-09-20-426431,2010-09-20,2010,1,ODI,England,Pakistan,35.0,2.0,0.0,6.0,28.0,0.0,,,1.0
cricket-odi-2010-09-22-426432,2010-09-22,2010,1,ODI,England,Pakistan,101.0,8.0,1.0,6.0,107.0,1.0,1.0,1.0,1.0
cricket-t20i-2010-02-19-440945,2010-02-19,2010,1,T20I,England,Pakistan,51.0,7.0,1.0,5.0,67.0,2.0,,,1.0
cricket-t20i-2010-02-20-440946,2010-02-20,2010,1,T20I,England,Pakistan,6.0,0.0,0.0,4.0,9.0,1.0,3.0,,1.0
cricket-t20i-2010-05-03-412685,2010-05-03,2010,1,T20I,West Indies,England,35.0,3.0,0.0,5.0,55.0,3.0,,,1.0
cricket-t20i-2010-05-04-412681,2010-05-04,2010,1,T20I,England,Ireland,37.0,5.0,0.0,5.0,45.0,0.0,,,1.0
cricket-t20i-2010-05-06-412689,2010-05-06,2010,1,T20I,England,Pakistan,7.0,1.0,0.0,5.0,5.0,0.0,,,1.0
cricket-t20i-2010-05-08-412694,2010-05-08,2010,1,T20I,England,South Africa,14.0,3.0,0.0,5.0,21.0,0.0,2.0,,1.0
