game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_CFL_W1_OTT,,,1,CFL,,,0.0,54.0,1.0
SYNTHETIC_CFL_W8_OTT,,,8,CFL,,,0.0,3.0,1.0
SYNTHETIC_CFL_W16_OTT,,,16,CFL,,,0.0,0.0,0.0
SYNTHETIC_CFL_W19_OTT,,,19,CFL,,,0.0,5.0,1.0
SYNTHETIC_CFL_2023_W4_OTT,,2023,4,CFL,,,1.0,58.0,2.0
SYNTHETIC_CFL_2023_W5_OTT,,2023,5,CFL,,,0.0,0.0,0.0
SYNTHETIC_CFL_2023_W9_OTT,,2023,9,CFL,,,0.0,24.0,1.0
SYNTHETIC_CFL_2023_W10_OTT,,2023,10,CFL,,,0.0,2.0,1.0
SYNTHETIC_CFL_2023_W14_OTT,,2023,14,CFL,,,0.0,11.0,1.0
SYNTHETIC_CFL_2024_W13_OTT,,2024,13,CFL,,,0.0,27.0,1.0
SYNTHETIC_CFL_2024_W20_OTT,,2024,20,CFL,,,0.0,27.0,1.0
SYNTHETIC_CFL_2025_W19_OTT,,2025,19,CFL,,,0.0,38.0,2.0
SYNTHETIC_CFL_2025_W20_OTT,,2025,20,CFL,,,0.0,0.0,0.0
