game_id,date,season,week,league,away,home,assists,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202405150DAL,2024-05-15,2024,1,WNBA,CHI,DAL,1.0,,,,,,,,,,,,5.7,,-3.0,,,,
WNBA_202405180DAL,2024-05-18,2024,1,WNBA,CHI,DAL,,,,,,,,,3.0,,,,2.5166666666666666,1.0,-2.0,,1.0,,
WNBA_202405210ATL,2024-05-21,2024,1,WNBA,DAL,ATL,,,,,,,1.0,,1.0,,,,1.5,,-1.0,,,,
WNBA_202405250PHO,2024-05-25,2024,1,WNBA,DAL,PHO,,1.0,,,,,,,,,,,1.1166666666666667,,-3.0,,1.0,,
WNBA_202405310CON,2024-05-31,2024,1,WNBA,DAL,CON,,,,1.0,,,1.0,,1.0,,,,1.35,,-6.0,,,,
WNBA_202406020MIN,2024-06-02,2024,1,WNBA,DAL,MIN,1.0,,,,,,,,,,,,0.4,,3.0,,,,
WNBA_202406050DAL,2024-06-05,2024,1,WNBA,LVA,DAL,,,,,,,,,,,,,1.6666666666666665,,1.0,,,,
WNBA_202406130DAL,2024-06-13,2024,1,WNBA,SEA,DAL,1.0,,1.0,1.0,1.0,0.5,2.0,1.0,,,,,4.566666666666666,,2.0,3.0,,1.0,
WNBA_202406150DAL,2024-06-15,2024,1,WNBA,CON,DAL,1.0,,,1.0,,0.667,3.0,2.0,,,,,5.333333333333333,,-8.0,4.0,,,
WNBA_202406170MIN,2024-06-17,2024,1,WNBA,DAL,MIN,2.0,,0.333,3.0,1.0,0.429,7.0,3.0,2.0,,,,14.233333333333333,,-5.0,7.0,,,1.0
WNBA_202406200CHI,2024-06-20,2024,1,WNBA,DAL,CHI,,,,,,,,,,,,,4.566666666666666,1.0,-11.0,,1.0,,1.0
WNBA_202406220WAS,2024-06-22,2024,1,WNBA,DAL,WAS,1.0,1.0,,1.0,,0.333,3.0,1.0,1.0,,,,17.983333333333334,,-15.0,2.0,1.0,,
WNBA_202406230WAS,2024-06-23,2024,1,WNBA,DAL,WAS,1.0,1.0,0.25,4.0,1.0,0.2,5.0,1.0,1.0,1.0,2.0,2.0,12.283333333333333,,,5.0,1.0,,
WNBA_202406270DAL,2024-06-27,2024,1,WNBA,MIN,DAL,,,,,,,1.0,,,,,,1.2166666666666668,,-4.0,,,,
WNBA_202406290SEA,2024-06-29,2024,1,WNBA,DAL,SEA,,1.0,,1.0,,,3.0,,1.0,,,,8.683333333333334,1.0,-4.0,,2.0,,
WNBA_202407010SEA,2024-07-01,2024,1,WNBA,DAL,SEA,,1.0,,,,,,,1.0,,,,9.65,,-8.0,,1.0,,1.0
WNBA_202407030DAL,2024-07-03,2024,1,WNBA,PHO,DAL,,,,,,,,,,,,,0.1,,,,,,
WNBA_202407050DAL,2024-07-05,2024,1,WNBA,ATL,DAL,,,,,,,,,,,,,0.7,,,,,,
WNBA_202407100PHO,2024-07-10,2024,1,WNBA,DAL,PHO,1.0,,,1.0,,,1.0,,,,,,4.083333333333333,,-5.0,,,,1.0
WNBA_202408160DAL,2024-08-16,2024,1,WNBA,CON,DAL,,,,,,,,,,,,,1.4666666666666668,,,,,,1.0
WNBA_202408200NYL,2024-08-20,2024,1,WNBA,DAL,NYL,,,,,,,1.0,,1.0,,,,1.5833333333333335,,,,,,
WNBA_202408300DAL,2024-08-30,2024,1,WNBA,MIN,DAL,,,,,,,,,,,,,0.8,,1.0,,,,
WNBA_202409080CHI,2024-09-08,2024,1,WNBA,DAL,CHI,1.0,,,,,,,,,,,,2.6333333333333333,,4.0,,,1.0,
WNBA_202409100DAL,2024-09-10,2024,1,WNBA,NYL,DAL,,,,,,,1.0,,,,,,2.6333333333333333,,-5.0,,,,
WNBA_202409120DAL,2024-09-12,2024,1,WNBA,NYL,DAL,,2.0,,1.0,,0.5,2.0,1.0,,,,,6.433333333333334,,-8.0,2.0,2.0,,1.0
WNBA_202409150IND,2024-09-15,2024,1,WNBA,DAL,IND,,,,,,,,,,,,,0.55,,2.0,,,,
WNBA_202409190LVA,2024-09-19,2024,1,WNBA,DAL,LVA,,1.0,,1.0,,0.333,3.0,1.0,1.0,,2.0,,11.683333333333334,,-11.0,2.0,1.0,1.0,
