game_id,date,season,week,league,away,home,gp,recv_rec,recv_td,recv_yds
FOOTBALL_ELF_2023_SEASON_TOTAL,,2023,1,ELF,,,10.0,25.0,3.0,249.0
FOOTBALL_ELF_2024_SEASON_TOTAL,,2024,1,ELF,,,12.0,28.0,5.0,454.0
FOOTBALL_ELF_2025_SEASON_TOTAL,,2025,1,ELF,,,8.0,8.0,2.0,130.0
