game_id,date,season,week,league,away,home,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-t20i-2026-04-07-1528323,2026-04-07,2026,1,T20I,Zambia,Lesotho,6.0,0.0,0.0,12.0,0.0,6.0,,1.0
cricket-t20i-2026-04-08-1528326,2026-04-08,2026,1,T20I,Brazil,Zambia,,,,,,,1.0,1.0
