game_id,date,season,week,league,away,home,def_solo,def_tot,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,rush_att,rush_lg,rush_yds,score_conv,score_p,score_pts,score_tot
FOOTBALL_CFL_2016_11_20_BC@CGY,2016-11-20,2016,1,CFL,BC,CGY,,,18.0,1.0,1.0,,2.0,18.0,,,,,,,
FOOTBALL_CFL_2016_11_27_CGY@OTT,2016-11-27,2016,1,CFL,CGY,OTT,,,23.0,4.0,6.0,,20.0,52.0,,,,,,,
FOOTBALL_CFL_2016_7_21_CGY@WPG,2016-07-21,2016,1,CFL,CGY,WPG,,,33.0,5.0,7.0,,13.0,64.0,,,,,,,
FOOTBALL_CFL_2016_7_29_BC@CGY,2016-07-29,2016,1,CFL,BC,CGY,,,19.0,7.0,12.0,1.0,21.0,69.0,,,,,1.0,6.0,1.0
FOOTBALL_CFL_2016_7_8_CGY@OTT,2016-07-08,2016,1,CFL,CGY,OTT,,,46.0,5.0,8.0,,54.0,89.0,,,,,,,
FOOTBALL_CFL_2016_8_13_CGY@SSK,2016-08-13,2016,1,CFL,CGY,SSK,,,8.0,1.0,4.0,,5.0,8.0,,,,,,,
FOOTBALL_CFL_2016_8_19_CGY@BC,2016-08-19,2016,1,CFL,CGY,BC,,,,3.0,4.0,1.0,6.0,36.0,,,,,1.0,6.0,1.0
FOOTBALL_CFL_2016_8_28_HAM@CGY,2016-08-28,2016,1,CFL,HAM,CGY,,,13.0,6.0,7.0,,31.0,46.0,,,,1.0,,2.0,
FOOTBALL_CFL_2016_8_4_SSK@CGY,2016-08-04,2016,1,CFL,SSK,CGY,,,30.0,3.0,5.0,,38.0,71.0,,,,,,,
FOOTBALL_CFL_2016_9_10_CGY@EDM,2016-09-10,2016,1,CFL,CGY,EDM,1.0,1.0,27.0,6.0,10.0,1.0,8.0,89.0,,,,,1.0,6.0,1.0
FOOTBALL_CFL_2016_9_17_OTT@CGY,2016-09-17,2016,1,CFL,OTT,CGY,,,50.0,2.0,2.0,,4.0,58.0,,,,,,,
FOOTBALL_CFL_2016_9_5_EDM@CGY,2016-09-05,2016,1,CFL,EDM,CGY,,,30.0,6.0,6.0,1.0,42.0,95.0,,,,1.0,1.0,8.0,1.0
FOOTBALL_CFL_2017_10_13_OTT@SSK,2017-10-13,2017,1,CFL,OTT,SSK,,,13.0,3.0,4.0,,23.0,29.0,,,,,,,
FOOTBALL_CFL_2017_10_20_SSK@CGY,2017-10-20,2017,1,CFL,SSK,CGY,,,23.0,4.0,4.0,,34.0,53.0,,,,,,,
FOOTBALL_CFL_2017_10_27_MTL@SSK,2017-10-27,2017,1,CFL,MTL,SSK,,,14.0,2.0,4.0,,17.0,26.0,,,,,,,
FOOTBALL_CFL_2017_10_7_SSK@TOR,2017-10-07,2017,1,CFL,SSK,TOR,,,46.0,7.0,9.0,,19.0,85.0,,,,1.0,,2.0,
FOOTBALL_CFL_2017_11_12_SSK@OTT,2017-11-12,2017,1,CFL,SSK,OTT,,,44.0,3.0,7.0,1.0,55.0,85.0,,,,,1.0,6.0,1.0
FOOTBALL_CFL_2017_11_19_SSK@TOR,2017-11-19,2017,1,CFL,SSK,TOR,,,10.0,1.0,2.0,,5.0,10.0,,,,,,,
FOOTBALL_CFL_2017_11_4_EDM@SSK,2017-11-04,2017,1,CFL,EDM,SSK,,,28.0,3.0,6.0,,6.0,38.0,,,,,,,
FOOTBALL_CFL_2017_6_22_SSK@MTL,2017-06-22,2017,1,CFL,SSK,MTL,,,,6.0,8.0,1.0,22.0,68.0,,,,,1.0,6.0,1.0
FOOTBALL_CFL_2017_7_1_WPG@SSK,2017-07-01,2017,1,CFL,WPG,SSK,,,15.0,6.0,10.0,1.0,13.0,45.0,1.0,10.0,10.0,,1.0,6.0,1.0
FOOTBALL_CFL_2017_7_22_SSK@CGY,2017-07-22,2017,1,CFL,SSK,CGY,,,25.0,4.0,6.0,,31.0,49.0,,,,,,,
FOOTBALL_CFL_2017_7_29_TOR@SSK,2017-07-29,2017,1,CFL,TOR,SSK,,,49.0,5.0,5.0,,63.0,115.0,,,,,,,
FOOTBALL_CFL_2017_7_8_HAM@SSK,2017-07-08,2017,1,CFL,HAM,SSK,,,19.0,6.0,8.0,1.0,36.0,72.0,,,,,1.0,6.0,1.0
FOOTBALL_CFL_2017_8_13_BC@SSK,2017-08-13,2017,1,CFL,BC,SSK,,,,2.0,2.0,1.0,12.0,48.0,,,,,1.0,6.0,1.0
FOOTBALL_CFL_2017_8_25_SSK@EDM,2017-08-25,2017,1,CFL,SSK,EDM,,,25.0,4.0,6.0,,23.0,52.0,,,,,,,
FOOTBALL_CFL_2017_8_5_SSK@BC,2017-08-05,2017,1,CFL,SSK,BC,1.0,1.0,21.0,4.0,4.0,,21.0,32.0,,,,,,,
FOOTBALL_CFL_2017_9_15_SSK@HAM,2017-09-15,2017,1,CFL,SSK,HAM,,,27.0,6.0,8.0,1.0,23.0,71.0,,,,,1.0,6.0,1.0
FOOTBALL_CFL_2017_9_24_CGY@SSK,2017-09-24,2017,1,CFL,CGY,SSK,,,18.0,6.0,8.0,,29.0,59.0,,,,,,,
FOOTBALL_CFL_2017_9_29_SSK@OTT,2017-09-29,2017,1,CFL,SSK,OTT,,,8.0,7.0,8.0,,19.0,42.0,,,,,,,
