game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2013-YgOMngl5wN,,2013,1,MLS,,,0.0,-0.1515,27.7544,-1.2781,0.0,0.0,0.0,2.0,29.0,0.9545,22.0,1.7041,7.7461,0.0,0.0,0.0,0.1515,0.0,0.0,0.1515,0.8771,0.0
soccer-nasl-2016-odMX7YWQYL,,2016,1,NASL,,,1.0,0.262,17.998,1.2959,2.0,0.9449,3.0,11.0,608.0,0.7552,143.0,-0.999,-0.6986,1.3769,6.0,4.0,0.738,1.0551,0.5688,1.7931,0.7622,0.7853
soccer-uslc-2017-Vj58Wb2M8n,,2017,1,USLC,,,2.0,-2.7945,20.8306,4.6879,7.0,-1.8206,9.0,38.0,2841.0,0.6542,746.0,-13.8208,-1.8527,4.2726,78.0,30.0,4.7945,8.8206,0.1895,13.6151,0.6727,5.0599
soccer-uslc-2018-Vj58Wb2M8n,,2018,1,USLC,,,4.0,0.7033,20.2461,3.4762,11.0,3.4001,15.0,29.0,2905.0,0.6331,785.0,-27.4535,-3.4973,3.9404,58.0,19.0,3.2967,7.5999,0.0217,10.8965,0.6681,4.1494
soccer-uslc-2019-eVq3rNX5WO,,2019,1,USLC,,,4.0,1.7165,19.3767,1.8298,5.0,0.924,9.0,21.0,2011.0,0.723,491.0,-13.743,-2.799,1.1536,44.0,17.0,2.2835,4.076,-1.6473,6.3595,0.751,1.5839
soccer-uslc-2020-eVq3rNX5WO,,2020,1,USLC,,,0.0,-1.3797,19.191,1.6477,6.0,0.76,6.0,13.0,1379.0,0.6817,311.0,-14.5295,-4.6719,3.9997,28.0,10.0,1.3797,5.24,-0.944,6.6197,0.7284,3.0654
soccer-uslc-2021-gpMOoo1Mzy,,2021,1,USLC,,,9.0,1.7366,20.1724,3.3382,9.0,2.6371,18.0,38.0,2730.0,0.6887,1076.0,-24.5079,-2.2777,6.2022,59.0,24.0,7.2634,6.3629,1.4961,13.6263,0.7114,4.0411
soccer-uslc-2022-gpMOoo1Mzy,,2022,1,USLC,,,6.0,-0.9294,20.4568,2.8208,4.0,-2.6186,10.0,41.0,2535.0,0.6881,1042.0,-25.2737,-2.4255,2.0158,53.0,23.0,6.9294,6.6186,-0.3991,13.548,0.7124,3.3132
soccer-uslc-2023-4JMAZ1D5Kg,,2023,1,USLC,,,2.0,-1.7325,20.2852,2.2548,12.0,4.5043,14.0,31.0,2579.0,0.7512,848.0,-24.0466,-2.8357,6.6769,39.0,16.0,3.7325,7.4957,2.0527,11.2282,0.7795,4.4953
soccer-uslc-2024-4JMAZ1D5Kg,,2024,1,USLC,,,1.0,-1.5805,20.4548,1.7484,4.0,-1.0109,5.0,29.0,2114.0,0.724,732.0,-16.2484,-2.2197,1.4976,41.0,10.0,2.5805,5.0109,-1.8925,7.5914,0.7462,3.1209
soccer-uslc-2025-4JMAZ1D5Kg,,2025,1,USLC,,,1.0,-0.5642,18.6759,2.6881,0.0,-0.1367,1.0,7.0,286.0,0.7241,87.0,-2.1696,-2.4938,0.0,4.0,0.0,1.5642,0.1367,-0.1367,1.701,0.7491,0.0943
