game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-t20i-2023-08-21-1393311,2023-08-21,2023,1,T20I,Uganda,Tanzania,8.0,0.0,0.0,8.0,9.0,0.0,6.0,0.0,0.0,16.0,1.0,1.0,,1.0
cricket-t20i-2023-08-22-1393328,2023-08-22,2023,1,T20I,Rwanda,Tanzania,,,,,,,12.0,0.0,0.0,22.0,1.0,1.0,,1.0
cricket-t20i-2023-08-24-1393314,2023-08-24,2023,1,T20I,Uganda,Tanzania,3.0,0.0,0.0,7.0,1.0,0.0,,,,,,,,1.0
cricket-t20i-2023-08-25-1393315,2023-08-25,2023,1,T20I,Rwanda,Tanzania,13.0,0.0,0.0,6.0,9.0,0.0,18.0,0.0,0.0,32.0,3.0,1.0,,1.0
cricket-t20i-2023-08-28-1393317,2023-08-28,2023,1,T20I,Uganda,Tanzania,23.0,1.0,0.0,5.0,43.0,4.0,,,,,,,1.0,1.0
cricket-t20i-2023-08-30-1393319,2023-08-30,2023,1,T20I,Uganda,Tanzania,11.0,0.0,0.0,5.0,5.0,0.0,18.0,0.0,0.0,29.0,2.0,1.0,,1.0
cricket-t20i-2023-08-30-1393331,2023-08-30,2023,1,T20I,Tanzania,Rwanda,,,,,,,6.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0
cricket-t20i-2023-08-31-1393332,2023-08-31,2023,1,T20I,Tanzania,Rwanda,2.0,0.0,1.0,8.0,2.0,0.0,12.0,0.0,0.0,15.0,1.0,0.0,,1.0
cricket-t20i-2025-07-07-1492883,2025-07-07,2025,1,T20I,Tanzania,Germany,15.0,0.0,0.0,4.0,7.0,0.0,,,,,,,,1.0
cricket-t20i-2025-07-08-1492879,2025-07-08,2025,1,T20I,Bahrain,Tanzania,,,,,,,6.0,0.0,0.0,15.0,0.0,1.0,,1.0
cricket-t20i-2025-07-10-1492887,2025-07-10,2025,1,T20I,Tanzania,Bahrain,6.0,0.0,0.0,7.0,5.0,0.0,6.0,0.0,0.0,14.0,0.0,0.0,,1.0
cricket-t20i-2025-07-12-1492890,2025-07-12,2025,1,T20I,Germany,Tanzania,23.0,2.0,0.0,4.0,20.0,1.0,6.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0
