game_id,date,season,week,league,away,home,def_int,def_lg,def_sack,def_solo,def_tot,def_yds,def_ydsl,interceptions_made,sacks,tackles
FOOTBALL_CFL_2022_6_17_WPG@OTT,2022-06-17,2022,1,CFL,WPG,OTT,,,,2.0,2.0,,,,,
FOOTBALL_CFL_2022_6_24_HAM@WPG,2022-06-24,2022,1,CFL,HAM,WPG,,,,2.0,2.0,,,,,
FOOTBALL_CFL_2022_7_15_CGY@WPG,2022-07-15,2022,1,CFL,CGY,WPG,,,,1.0,1.0,,,,,
FOOTBALL_CFL_2022_7_4_WPG@TOR,2022-07-04,2022,1,CFL,WPG,TOR,,,,1.0,1.0,,,,,
FOOTBALL_CFL_2022_7_9_WPG@BC,2022-07-09,2022,1,CFL,WPG,BC,1.0,10.0,,1.0,1.0,10.0,,,,
FOOTBALL_CFL_2022_8_11_MTL@WPG,2022-08-11,2022,1,CFL,MTL,WPG,,,,2.0,2.0,,,,,
FOOTBALL_CFL_2022_8_25_CGY@WPG,2022-08-25,2022,1,CFL,CGY,WPG,,,,3.0,3.0,,,,,
FOOTBALL_CFL_2022_8_4_WPG@MTL,2022-08-04,2022,1,CFL,WPG,MTL,,,1.0,2.0,2.0,,5.0,,,
FOOTBALL_CFL_2022_9_10_SSK@WPG,2022-09-10,2022,1,CFL,SSK,WPG,,,1.0,2.0,2.0,,13.0,,,
FOOTBALL_CFL_2022_9_4_WPG@SSK,2022-09-04,2022,1,CFL,WPG,SSK,,,1.0,2.0,2.0,,7.0,,,
9889318,2023-08-10,2023,10,CFL,WPG,EDM,,,,,,,,0.0,0.0,0.0
9889323,2023-08-18,2023,11,CFL,WPG,CGY,,,,,,,,0.0,0.0,1.0
9889326,2023-08-24,2023,12,CFL,MTL,WPG,,,,,,,,0.0,0.0,5.0
9889331,2023-09-03,2023,13,CFL,WPG,SSK,,,,,,,,0.0,0.0,2.0
9889336,2023-09-09,2023,14,CFL,SSK,WPG,,,,,,,,0.0,1.0,2.0
9889351,2023-10-06,2023,18,CFL,WPG,BC,,,,,,,,0.0,2.0,3.0
9889360,2023-10-21,2023,20,CFL,EDM,WPG,,,,,,,,0.0,1.0,2.0
