game_id,date,season,week,league,away,home,gp,recv_rec,recv_td,recv_yds
FOOTBALL_ELF_2021_SEASON_TOTAL,,2021,1,ELF,,,9.0,22.0,1.0,281.0
FOOTBALL_ELF_2023_SEASON_TOTAL,,2023,1,ELF,,,3.0,2.0,,15.0
