game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2014-EKXMeX3Q64,,2014,1,MLS,,,1.0,0.6091,25.147,11.0423,0.0,-0.9263,1.0,2.0,2236.0,0.7904,773.0,4.3723,0.5656,0.0,11.0,1.0,0.3909,0.9263,-0.8983,1.3172,0.7848,0.6085
soccer-mls-2015-EKXMeX3Q64,,2015,1,MLS,,,0.0,-0.6428,23.8755,11.0385,2.0,0.8147,2.0,4.0,2252.0,0.7722,913.0,11.3856,1.247,2.203,15.0,5.0,0.6428,1.1853,1.2561,1.8281,0.7597,1.0061
soccer-mls-2016-EKXMeX3Q64,,2016,1,MLS,,,1.0,-0.5434,23.0828,11.6935,3.0,-0.2527,4.0,10.0,2617.0,0.7194,834.0,9.8486,1.1809,3.537,36.0,14.0,1.5434,3.2527,-0.2131,4.7961,0.7076,2.3202
soccer-mls-2017-EKXMeX3Q64,,2017,1,MLS,,,0.0,-1.0894,24.8026,14.3602,0.0,-2.3552,0.0,10.0,2410.0,0.7385,738.0,16.9602,2.2981,0.0,24.0,3.0,1.0894,2.3552,-2.281,3.4446,0.7155,1.3838
soccer-mls-2018-EKXMeX3Q64,,2018,1,MLS,,,0.0,-0.597,22.1479,8.8703,2.0,0.0699,2.0,4.0,3486.0,0.8161,1392.0,28.8666,2.0737,1.4453,19.0,7.0,0.597,1.9301,1.0084,2.5271,0.7954,1.3183
soccer-mls-2019-EKXMeX3Q64,,2019,1,MLS,,,0.0,-0.6412,21.306,11.1812,1.0,-1.6349,1.0,5.0,3487.0,0.7949,1536.0,28.5001,1.8555,0.4371,30.0,6.0,0.6412,2.6349,-1.4929,3.2761,0.7764,1.6029
soccer-mls-2020-EKXMeX3Q64,,2020,1,MLS,,,1.0,0.7694,21.9493,9.8669,0.0,-0.4568,1.0,1.0,1011.0,0.8569,531.0,19.835,3.7354,0.0,7.0,0.0,0.2306,0.4568,-0.4568,0.6875,0.8195,0.3387
soccer-mls-2021-EKXMeX3Q64,,2021,1,MLS,,,1.0,0.4317,24.2141,12.5351,2.0,1.153,3.0,4.0,1773.0,0.7589,589.0,9.2585,1.5719,0.8379,12.0,5.0,0.5683,0.847,0.6441,1.4152,0.7432,0.5837
soccer-mls-2022-EKXMeX3Q64,,2022,1,MLS,,,0.0,-1.1851,21.767,8.5702,2.0,0.4773,2.0,8.0,3162.0,0.8177,1410.0,25.2175,1.7885,1.2508,23.0,6.0,1.1851,1.5227,1.0423,2.7077,0.7998,0.9298
soccer-mls-2023-EKXMeX3Q64,,2023,1,MLS,,,0.0,-1.0592,20.6741,6.8092,1.0,-0.1129,1.0,6.0,1825.0,0.8386,762.0,21.6073,2.8356,0.923,15.0,4.0,1.0592,1.1129,0.7796,2.172,0.8102,0.6273
soccer-mls-2024-EKXMeX3Q64,,2024,1,MLS,,,1.0,0.5196,21.7597,10.1296,0.0,-0.1918,1.0,1.0,388.0,0.814,172.0,2.6976,1.5684,0.0,2.0,0.0,0.4804,0.1918,-0.1918,0.6722,0.7983,0.2116
