game_id,date,season,week,league,away,home,punt_avg,punt_long,punt_yards,punts,punts_blocked,punts_in20,rush_attempts,rushing_yards
FOOTBALL_XFL_2020_2_8_SEA@DC,2020-02-08,2020,1,XFL,SEA,DC,47.2,56.0,189.0,4.0,27.0,3.0,,
FOOTBALL_XFL_2020_2_15_NY@DC,2020-02-15,2020,2,XFL,NY,DC,42.7,50.0,128.0,3.0,4.0,2.0,,
FOOTBALL_XFL_2020_2_23_DC@LA,2020-02-23,2020,3,XFL,DC,LA,50.5,56.0,202.0,4.0,64.0,3.0,1.0,-12.0
FOOTBALL_XFL_2020_3_1_DC@TB,2020-03-01,2020,4,XFL,DC,TB,46.0,62.0,322.0,7.0,24.0,4.0,,
FOOTBALL_XFL_2020_3_8_STL@DC,2020-03-08,2020,5,XFL,STL,DC,31.7,51.0,95.0,3.0,16.0,2.0,,
