game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
SYNTHETIC_CFL_W1_OTT,,,1,CFL,,,,0.0,143.0,6.0,,,,
SYNTHETIC_CFL_W4_OTT,,,4,CFL,,,,0.0,24.0,3.0,,,,
SYNTHETIC_CFL_W5_OTT,,,5,CFL,,,,0.0,48.0,3.0,,,,
SYNTHETIC_CFL_W6_OTT,,,6,CFL,,,,1.0,118.0,6.0,,,,
SYNTHETIC_CFL_W7_OTT,,,7,CFL,,,,0.0,133.0,5.0,,,,
SYNTHETIC_CFL_W8_OTT,,,8,CFL,,,,1.0,144.0,7.0,,,,
SYNTHETIC_CFL_W9_OTT,,,9,CFL,,,,0.0,28.0,3.0,,,,
SYNTHETIC_CFL_W11_OTT,,,11,CFL,,,,0.0,50.0,5.0,,,,
SYNTHETIC_CFL_W13_OTT,,,13,CFL,,,,0.0,159.0,7.0,,,,
SYNTHETIC_CFL_W14_OTT,,,14,CFL,,,,0.0,62.0,5.0,,,,
SYNTHETIC_CFL_W16_OTT,,,16,CFL,,,,0.0,56.0,5.0,,,,
SYNTHETIC_CFL_W17_OTT,,,17,CFL,,,,0.0,44.0,4.0,,,,
SYNTHETIC_CFL_2023_W1_OTT,,2023,1,CFL,,,,0.0,24.0,2.0,,,,2.0
SYNTHETIC_CFL_2023_W2_OTT,,2023,2,CFL,,,,0.0,13.0,2.0,,,,
SYNTHETIC_CFL_2023_W4_OTT,,2023,4,CFL,,,,0.0,49.0,2.0,0.0,0.0,,
SYNTHETIC_CFL_2023_W5_OTT,,2023,5,CFL,,,,0.0,51.0,4.0,,,,
SYNTHETIC_CFL_2023_W6_OTT,,2023,6,CFL,,,,0.0,51.0,6.0,,,,
SYNTHETIC_CFL_2023_W7_OTT,,2023,7,CFL,,,,0.0,60.0,5.0,,,,
SYNTHETIC_CFL_2023_W8_OTT,,2023,8,CFL,,,,0.0,17.0,2.0,,,,
SYNTHETIC_CFL_2023_W9_OTT,,2023,9,CFL,,,,0.0,56.0,3.0,,,,
SYNTHETIC_CFL_2023_W10_OTT,,2023,10,CFL,,,,1.0,157.0,6.0,,,,
SYNTHETIC_CFL_2023_W11_OTT,,2023,11,CFL,,,,0.0,30.0,3.0,,,,
SYNTHETIC_CFL_2023_W12_OTT,,2023,12,CFL,,,,0.0,44.0,4.0,,,,
SYNTHETIC_CFL_2023_W14_OTT,,2023,14,CFL,,,0.0,0.0,50.0,4.0,,,0.0,1.0
SYNTHETIC_CFL_2023_W15_OTT,,2023,15,CFL,,,,0.0,41.0,4.0,,,,
SYNTHETIC_CFL_2023_W16_OTT,,2023,16,CFL,,,,0.0,66.0,5.0,,,,
SYNTHETIC_CFL_2023_W17_OTT,,2023,17,CFL,,,,0.0,19.0,3.0,,,,
SYNTHETIC_CFL_2023_W18_OTT,,2023,18,CFL,,,,0.0,35.0,4.0,,,,
SYNTHETIC_CFL_2023_W19_OTT,,2023,19,CFL,,,,0.0,83.0,4.0,,,,
SYNTHETIC_CFL_2023_W21_OTT,,2023,21,CFL,,,,0.0,46.0,4.0,,,,
SYNTHETIC_CFL_2024_W2_OTT,,2024,2,CFL,,,,0.0,18.0,3.0,,,,
SYNTHETIC_CFL_2024_W3_OTT,,2024,3,CFL,,,,1.0,42.0,4.0,,,,
SYNTHETIC_CFL_2024_W4_OTT,,2024,4,CFL,,,,0.0,90.0,7.0,,,,
SYNTHETIC_CFL_2024_W5_OTT,,2024,5,CFL,,,,0.0,41.0,3.0,,,,
SYNTHETIC_CFL_2024_W6_OTT,,2024,6,CFL,,,,0.0,40.0,4.0,,,,
SYNTHETIC_CFL_2024_W7_OTT,,2024,7,CFL,,,,0.0,27.0,3.0,,,,
SYNTHETIC_CFL_2024_W8_OTT,,2024,8,CFL,,,,1.0,35.0,5.0,,,,
SYNTHETIC_CFL_2024_W10_OTT,,2024,10,CFL,,,,0.0,54.0,7.0,,,,
SYNTHETIC_CFL_2024_W11_OTT,,2024,11,CFL,,,,0.0,94.0,6.0,,,,
SYNTHETIC_CFL_2024_W12_OTT,,2024,12,CFL,,,,1.0,43.0,3.0,,,,
SYNTHETIC_CFL_2024_W15_OTT,,2024,15,CFL,,,,0.0,72.0,6.0,,,,
SYNTHETIC_CFL_2024_W16_OTT,,2024,16,CFL,,,,0.0,41.0,5.0,,,,
SYNTHETIC_CFL_2024_W17_OTT,,2024,17,CFL,,,,0.0,41.0,6.0,,,,
SYNTHETIC_CFL_2024_W19_OTT,,2024,19,CFL,,,,0.0,40.0,3.0,,,,
SYNTHETIC_CFL_2024_W20_OTT,,2024,20,CFL,,,,0.0,8.0,1.0,,,,
SYNTHETIC_CFL_2024_W21_OTT,,2024,21,CFL,,,,1.0,53.0,3.0,,,,
