game_id,date,season,week,league,away,home,interceptions_lost,lost_fumbles,passing_tds,passing_yards,rushing_tds,rushing_yards
SYNTHETIC_CFL_2024_W14_WPG,2024-09-07,2024,14,CFL,SSK,WPG,0.0,,1.0,231.0,1.0,10.0
SYNTHETIC_CFL_2024_W15_WPG,,2024,15,CFL,,,0.0,,0.0,0.0,0.0,0.0
SYNTHETIC_CFL_2024_W16_WPG,2024-09-21,2024,16,CFL,WPG,EDM,1.0,,1.0,191.0,0.0,30.0
SYNTHETIC_CFL_2024_W17_WPG,2024-09-27,2024,17,CFL,EDM,WPG,0.0,,6.0,436.0,0.0,9.0
SYNTHETIC_CFL_2024_W18_WPG,2024-10-04,2024,18,CFL,WPG,HAM,0.0,,1.0,201.0,2.0,29.0
SYNTHETIC_CFL_2024_W19_WPG,2024-10-11,2024,19,CFL,TOR,WPG,1.0,,0.0,249.0,1.0,48.0
SYNTHETIC_CFL_2024_W20_WPG,,2024,20,CFL,,,0.0,,0.0,0.0,0.0,0.0
SYNTHETIC_CFL_2024_W21_WPG,2024-10-26,2024,21,CFL,WPG,MTL,0.0,,1.0,331.0,1.0,23.0
SYNTHETIC_CFL_2025_W2_WPG,2025-06-12,2025,2,CFL,BC,WPG,1.0,,3.0,246.0,0.0,19.0
SYNTHETIC_CFL_2025_W3_WPG,2025-06-21,2025,3,CFL,WPG,BC,2.0,,2.0,179.0,0.0,1.0
SYNTHETIC_CFL_2025_W4_WPG,2025-06-26,2025,4,CFL,EDM,WPG,0.0,,3.0,334.0,1.0,16.0
SYNTHETIC_CFL_2025_W5_WPG,2025-07-03,2025,5,CFL,WPG,CGY,2.0,,1.0,316.0,0.0,23.0
SYNTHETIC_CFL_2025_W6_WPG,,2025,6,CFL,,,0.0,,0.0,0.0,0.0,0.0
SYNTHETIC_CFL_2025_W7_WPG,2025-07-18,2025,7,CFL,CGY,WPG,4.0,,2.0,287.0,0.0,32.0
SYNTHETIC_CFL_2025_W8_WPG,2025-07-26,2025,8,CFL,WPG,TOR,2.0,,1.0,227.0,0.0,16.0
SYNTHETIC_CFL_2025_W9_WPG,2025-08-01,2025,9,CFL,TOR,WPG,3.0,,0.0,173.0,1.0,36.0
SYNTHETIC_CFL_2025_W10_WPG,2025-08-09,2025,10,CFL,WPG,CGY,0.0,,1.0,216.0,1.0,27.0
SYNTHETIC_CFL_2025_W11_WPG,2025-08-14,2025,11,CFL,OTT,WPG,2.0,,1.0,298.0,1.0,29.0
SYNTHETIC_CFL_2025_W12_WPG,2025-08-21,2025,12,CFL,WPG,MTL,0.0,,1.0,263.0,0.0,35.0
SYNTHETIC_CFL_2025_W13_WPG,2025-08-31,2025,13,CFL,WPG,SSK,1.0,,3.0,326.0,0.0,3.0
SYNTHETIC_CFL_2025_W14_WPG,2025-09-06,2025,14,CFL,SSK,WPG,4.0,,1.0,204.0,0.0,22.0
SYNTHETIC_CFL_2025_W15_WPG,2025-09-12,2025,15,CFL,WPG,HAM,2.0,,1.0,241.0,1.0,82.0
SYNTHETIC_CFL_2025_W16_WPG,2025-09-20,2025,16,CFL,WPG,OTT,1.0,,0.0,54.0,1.0,72.0
SYNTHETIC_CFL_2025_W17_WPG,2025-09-27,2025,17,CFL,HAM,WPG,0.0,,1.0,390.0,3.0,26.0
SYNTHETIC_CFL_2025_W18_WPG,,2025,18,CFL,,,0.0,,0.0,0.0,0.0,0.0
SYNTHETIC_CFL_2025_W19_WPG,2025-10-11,2025,19,CFL,WPG,EDM,2.0,,1.0,202.0,1.0,8.0
SYNTHETIC_CFL_2025_W20_WPG,2025-10-17,2025,20,CFL,SSK,WPG,1.0,,1.0,182.0,0.0,32.0
SYNTHETIC_CFL_2025_W21_WPG,2025-10-25,2025,21,CFL,MTL,WPG,1.0,,0.0,92.0,1.0,30.0
