game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2023_SEASON_TOTAL,,2023,1,PUL,,,3.0,1.0,,7.0,,4.0,10.0,7.0
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,11.0,2.0,11.0,8.0,53.0,17.0,134.0,4.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,7.0,5.0,46.0,1.0,18.0,5.0,79.0,8.0
