game_id,date,season,week,league,away,home,assist_tackles,completions,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,int_avg,int_long,int_tds,int_yards,interceptions_lost,interceptions_made,pass_attempts,passing_tds,passing_yards,rush_attempts,rushing_tds,rushing_yards,solo_tackles
FOOTBALL_AAF_2019_2_9_SD@SA,2019-02-09,2019,1,AAF,SD,SA,,18.0,,,,,,,,,,2.0,,36.0,0.0,255.0,4.0,0.0,9.0,
FOOTBALL_AAF_2019_2_17_ORL@SA,2019-02-17,2019,2,AAF,ORL,SA,,20.0,,,,,,,,,,1.0,,39.0,1.0,223.0,3.0,0.0,18.0,
FOOTBALL_AAF_2019_2_24_SA@SD,2019-02-24,2019,3,AAF,SA,SD,,12.0,,,,,,,,,,2.0,,23.0,1.0,151.0,1.0,0.0,4.0,
FOOTBALL_AAF_2019_3_3_SA@BIR,2019-03-03,2019,4,AAF,SA,BIR,,11.0,,,,,,,,,,0.0,,25.0,0.0,106.0,5.0,0.0,-6.0,
FOOTBALL_AAF_2019_3_10_SA@ARI,2019-03-10,2019,5,AAF,SA,ARI,0.0,21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,2.0,290.0,8.0,0.0,13.0,1.0
FOOTBALL_AAF_2019_3_17_SA@ATL,2019-03-17,2019,6,AAF,SA,ATL,,17.0,,,,,,,,,,0.0,,23.0,2.0,164.0,3.0,0.0,5.0,
FOOTBALL_AAF_2019_3_23_SL@SA,2019-03-23,2019,7,AAF,SL,SA,,13.0,,,,,,,,,,1.0,,19.0,1.0,164.0,1.0,0.0,0.0,
FOOTBALL_AAF_2019_3_31_ARI@SA,2019-03-31,2019,8,AAF,ARI,SA,,4.0,,,,,,,,,,1.0,,9.0,0.0,32.0,1.0,0.0,2.0,
