game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2023-09-01-1394795,2023-09-01,2023,1,T20I,Fiji,Samoa,3.0,0.0,0.0,7.0,0.0,0.0,18.0,0.0,0.0,15.0,1.0,3.0,1.0
cricket-t20i-2023-09-02-1394798,2023-09-02,2023,1,T20I,Japan,Samoa,32.0,3.0,0.0,2.0,34.0,1.0,24.0,0.0,0.0,26.0,2.0,3.0,1.0
cricket-t20i-2023-09-04-1394799,2023-09-04,2023,1,T20I,Samoa,Papua New Guinea,8.0,0.0,0.0,2.0,7.0,0.0,6.0,0.0,0.0,10.0,1.0,1.0,1.0
cricket-t20i-2023-09-05-1394805,2023-09-05,2023,1,T20I,Samoa,Indonesia,1.0,0.0,0.0,2.0,0.0,0.0,,,,,,,1.0
cricket-t20i-2025-03-10-1474423,2025-03-10,2025,1,T20I,Vanuatu,Samoa,15.0,1.0,0.0,4.0,11.0,0.0,18.0,0.0,1.0,14.0,0.0,3.0,1.0
cricket-t20i-2025-03-14-1474429,2025-03-14,2025,1,T20I,Vanuatu,Samoa,,,,,,,18.0,0.0,0.0,8.0,1.0,3.0,1.0
cricket-t20i-2025-06-17-1489044,2025-06-17,2025,1,T20I,Samoa,Papua New Guinea,5.0,0.0,0.0,3.0,1.0,0.0,6.0,0.0,0.0,6.0,1.0,1.0,1.0
cricket-t20i-2025-06-19-1489045,2025-06-19,2025,1,T20I,Vanuatu,Samoa,3.0,0.0,0.0,5.0,1.0,0.0,18.0,0.0,1.0,16.0,1.0,2.0,1.0
cricket-t20i-2025-06-21-1489047,2025-06-21,2025,1,T20I,Papua New Guinea,Samoa,7.0,0.0,0.0,5.0,2.0,0.0,12.0,0.0,1.0,16.0,0.0,3.0,1.0
cricket-t20i-2025-09-09-1499787,2025-09-09,2025,1,T20I,Philippines,Samoa,,,,,,,12.0,0.0,1.0,17.0,1.0,1.0,1.0
cricket-t20i-2025-09-10-1499788,2025-09-10,2025,1,T20I,Japan,Samoa,2.0,0.0,0.0,7.0,2.0,0.0,18.0,0.0,0.0,9.0,0.0,1.0,1.0
cricket-t20i-2025-09-12-1499795,2025-09-12,2025,1,T20I,Samoa,Papua New Guinea,2.0,1.0,1.0,9.0,5.0,0.0,27.0,0.0,0.0,28.0,3.0,5.0,1.0
cricket-t20i-2025-09-13-1499796,2025-09-13,2025,1,T20I,Samoa,Cook Islands,,,,,,,12.0,0.0,0.0,18.0,0.0,0.0,1.0
cricket-t20i-2025-09-15-1499800,2025-09-15,2025,1,T20I,Samoa,Fiji,3.0,0.0,0.0,6.0,2.0,0.0,24.0,0.0,0.0,26.0,2.0,3.0,1.0
