game_id,date,season,week,league,away,home,punt_avg,punt_long,punt_tb,punt_yards,punts,punts_blocked,punts_in20,solo_tackles,tackles
FOOTBALL_XFL_2020_2_8_SEA@DC,2020-02-08,2020,1,XFL,SEA,DC,44.3,45.0,1.0,133.0,3.0,3.0,2.0,,
FOOTBALL_XFL_2020_2_15_TB@SEA,2020-02-15,2020,2,XFL,TB,SEA,37.8,49.0,,227.0,6.0,2.0,3.0,,
FOOTBALL_XFL_2020_2_22_DAL@SEA,2020-02-22,2020,3,XFL,DAL,SEA,48.5,67.0,,194.0,4.0,36.0,3.0,1.0,1.0
FOOTBALL_XFL_2020_2_29_SEA@STL,2020-02-29,2020,4,XFL,SEA,STL,40.4,52.0,,202.0,5.0,11.0,2.0,,
FOOTBALL_XFL_2020_3_7_SEA@HOU,2020-03-07,2020,5,XFL,SEA,HOU,42.6,47.0,,213.0,5.0,38.0,4.0,,
