game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W2_SOL,,2022,2,AUDL,,,0.0,1.0,,,0.0,0.0,,,,0.0,41.0,-7.0
2022-06-17-ATX-CHI,2022-06-17,2022,4,,ATX,CHI,0.0,0.0,,,0.0,0.0,,,,0.0,62.0,-9.0
2022-06-18-ATX-MAD,2022-06-18,2022,4,,ATX,MAD,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-06-25-DAL-ATX,2022-06-25,2022,5,,DAL,ATX,0.0,2.0,,,0.0,3.0,,,,0.0,64.0,79.0
2022-07-02-ATX-DAL,2022-07-02,2022,6,,ATX,DAL,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-09-ATL-ATX,2022-07-09,2022,7,AUDL,hustle,sol,0.0,0.0,,,0.0,0.0,,,,0.0,14.0,0.0
2022-07-16-DAL-ATX,2022-07-16,2022,8,AUDL,legion,sol,1.0,0.0,,,0.0,0.0,,,,0.0,39.0,18.0
2022-07-29-TB-ATX,2022-07-29,2022,10,AUDL,cannons,sol,1.0,1.0,,,1.0,1.0,,,,1.0,115.0,23.0
2023-04-29-ATX-HTX,2023-04-29,2023,1,AUDL,AUSTIN SOL,HOUSTON HAVOC,1.0,2.0,6.0,4.0,,2.0,1.0,9.0,5.0,1.0,100.0,15.0
2023-05-06-DAL-ATX,2023-05-06,2023,2,AUDL,DALLAS LEGION,AUSTIN SOL,3.0,3.0,6.0,7.0,,1.0,,15.0,8.0,1.0,51.0,41.0
2023-05-12-ATX-ATL,2023-05-12,2023,3,AUDL,AUSTIN SOL,ATLANTA HUSTLE,,,7.0,6.0,,1.0,,8.0,7.0,,74.0,18.0
2023-05-13-ATX-CAR,2023-05-13,2023,3,AUDL,AUSTIN SOL,CAROLINA FLYERS,1.0,,,,,,,,,1.0,,
2023-05-20-SD-ATX,2023-05-20,2023,4,AUDL,SAN DIEGO GROWLERS,AUSTIN SOL,1.0,,9.0,6.0,,1.0,,11.0,7.0,1.0,91.0,16.0
2023-06-02-HTX-ATX,2023-06-02,2023,6,AUDL,HOUSTON HAVOC,AUSTIN SOL,1.0,2.0,7.0,7.0,,,1.0,13.0,7.0,,62.0,41.0
2023-06-10-CAR-ATX,2023-06-10,2023,7,AUDL,CAROLINA FLYERS,AUSTIN SOL,,,1.0,2.0,,,,9.0,2.0,,27.0,2.0
2023-06-17-ATX-HTX,2023-06-17,2023,8,AUDL,AUSTIN SOL,HOUSTON HAVOC,,,3.0,2.0,1.0,1.0,1.0,8.0,2.0,,48.0,35.0
2023-07-07-HTX-ATX,2023-07-07,2023,11,AUDL,HOUSTON HAVOC,AUSTIN SOL,0.0,,8.0,7.0,,1.0,2.0,1.0,7.0,,87.0,14.0
2024-05-03-HTX-ATX,2024-05-03,2024,2,UFA,havoc,sol,0.0,2.0,,,0.0,0.0,,,,2.0,8.0,15.0
2024-05-11-ATX-DAL,2024-05-11,2024,3,UFA,sol,legion,3.0,1.0,,,0.0,2.0,,,,0.0,144.0,59.0
2024-05-25-CHI-ATX,2024-05-25,2024,6,UFA,union,sol,2.0,0.0,,,1.0,0.0,,,,0.0,54.0,39.0
2024-05-31-CAR-ATX,2024-05-31,2024,6,UFA,flyers,sol,0.0,2.0,,,0.0,1.0,,,,0.0,22.0,15.0
