game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,forced_fumbles,fumble_recoveries,sacks,tackles
FOOTBALL_AF1_2026_4_17_T606163G1168206@T584637,2026-04-18,2026,2,AF1,Michigan Arsenal,Nashville Kats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
FOOTBALL_AF1_2026_5_2_T584638G1168213@T606163,2026-05-02,2026,4,AF1,Oregon Lightning,Michigan Arsenal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOOTBALL_AF1_2026_5_16_T584635G1168219@T606163,2026-05-16,2026,6,AF1,Albany Firebirds,Michigan Arsenal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
