game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_conceded,goals_conceded_minus_xg,goals_minus_xg,goals_per_xg,goals_plus_assists,headed_shot_share,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,saves,shots,shots_faced,shots_on_target,xa,xg,xg_faced,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2013-WBLMvYAQxe,,2013,1,MLS,,,0.0,-0.0518,49.9994,44.1362,0.0,39.0,-3.8185,0.0,0.9108,0.0,0.2603,1.0,3518.0,0.5802,879.0,3.9368,0.4479,0.0,104.0,0.0,146.0,0.0,0.0518,0.0,42.8185,0.0,0.0518,0.5757,0.0
soccer-mls-2014-WBLMvYAQxe,,2014,1,MLS,,,0.0,-0.071,46.7403,40.0091,0.0,41.0,-2.7232,0.0,0.9377,0.0,0.1133,2.0,3107.0,0.562,806.0,-42.642,-5.2906,0.0,105.0,0.0,150.0,0.0,0.071,0.0,43.7232,0.0,0.071,0.6149,0.0
soccer-mls-2015-jYQJ8EW5GR,,2015,1,MLS,,,0.0,-0.0867,40.6969,33.599,0.0,14.0,1.1131,0.0,1.0864,0.0,0.1111,1.0,976.0,0.6962,260.0,7.333,2.8204,0.0,21.0,0.0,36.0,0.0,0.0867,0.0,12.8869,0.0,0.0867,0.6679,0.0
soccer-mls-2015-kaDQ0wRqEv,,2015,1,MLS,,,0.0,0.0,48.2924,40.6111,0.0,21.0,0.861,0.0,1.0428,0.0,0.1639,0.0,1160.0,0.5181,359.0,-18.1799,-5.064,0.0,39.0,0.0,61.0,0.0,0.0,0.0,20.139,0.0,0.0,0.5687,0.0
