game_id,date,season,week,league,away,home,def_solo,def_tot,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,rush_att,rush_lg,rush_td,rush_yds,score_conv,score_p,score_pts,score_r,score_tot
FOOTBALL_CFL_2016_10_10_CGY@TOR,2016-10-10,2016,1,CFL,CGY,TOR,,,20.0,1.0,2.0,,20.0,20.0,17.0,31.0,1.0,133.0,1.0,,8.0,1.0,1.0
FOOTBALL_CFL_2016_10_15_MTL@CGY,2016-10-15,2016,1,CFL,MTL,CGY,,,3.0,2.0,3.0,,4.0,6.0,9.0,27.0,,49.0,1.0,,2.0,,
FOOTBALL_CFL_2016_10_1_CGY@HAM,2016-10-01,2016,1,CFL,CGY,HAM,,,18.0,4.0,4.0,,39.0,43.0,9.0,26.0,1.0,59.0,,,6.0,1.0,1.0
FOOTBALL_CFL_2016_10_21_TOR@CGY,2016-10-21,2016,1,CFL,TOR,CGY,,,7.0,1.0,1.0,,7.0,7.0,10.0,31.0,,111.0,,,,,
FOOTBALL_CFL_2016_10_30_CGY@MTL,2016-10-30,2016,1,CFL,CGY,MTL,,,6.0,2.0,2.0,,8.0,8.0,6.0,11.0,,36.0,,,,,
FOOTBALL_CFL_2016_11_20_BC@CGY,2016-11-20,2016,1,CFL,BC,CGY,,,7.0,2.0,2.0,,12.0,12.0,14.0,19.0,,84.0,,,,,
FOOTBALL_CFL_2016_11_27_CGY@OTT,2016-11-27,2016,1,CFL,CGY,OTT,1.0,1.0,16.0,6.0,6.0,1.0,44.0,59.0,8.0,17.0,,35.0,,1.0,6.0,,1.0
FOOTBALL_CFL_2016_6_25_CGY@BC,2016-06-25,2016,1,CFL,CGY,BC,,,8.0,1.0,1.0,,8.0,8.0,7.0,8.0,1.0,16.0,,,6.0,1.0,1.0
FOOTBALL_CFL_2016_7_1_WPG@CGY,2016-07-01,2016,1,CFL,WPG,CGY,,,,,1.0,,,,16.0,53.0,,137.0,,,,,
FOOTBALL_CFL_2016_7_21_CGY@WPG,2016-07-21,2016,1,CFL,CGY,WPG,,,11.0,4.0,5.0,,28.0,30.0,13.0,15.0,,65.0,,,,,
FOOTBALL_CFL_2016_7_29_BC@CGY,2016-07-29,2016,1,CFL,BC,CGY,,,13.0,6.0,9.0,,38.0,44.0,6.0,16.0,,45.0,,,,,
FOOTBALL_CFL_2016_7_8_CGY@OTT,2016-07-08,2016,1,CFL,CGY,OTT,,,9.0,4.0,5.0,1.0,22.0,24.0,8.0,8.0,,32.0,,1.0,6.0,,1.0
FOOTBALL_CFL_2016_8_13_CGY@SSK,2016-08-13,2016,1,CFL,CGY,SSK,,,63.0,3.0,3.0,,86.0,86.0,7.0,11.0,1.0,27.0,,,6.0,1.0,1.0
FOOTBALL_CFL_2016_8_19_CGY@BC,2016-08-19,2016,1,CFL,CGY,BC,,,3.0,1.0,1.0,,2.0,3.0,15.0,14.0,1.0,65.0,,,6.0,1.0,1.0
FOOTBALL_CFL_2016_8_28_HAM@CGY,2016-08-28,2016,1,CFL,HAM,CGY,,,15.0,5.0,6.0,,44.0,44.0,14.0,9.0,1.0,46.0,,,6.0,1.0,1.0
FOOTBALL_CFL_2016_8_4_SSK@CGY,2016-08-04,2016,1,CFL,SSK,CGY,,,17.0,5.0,7.0,,33.0,36.0,17.0,19.0,1.0,109.0,,,6.0,1.0,1.0
FOOTBALL_CFL_2016_9_10_CGY@EDM,2016-09-10,2016,1,CFL,CGY,EDM,,,10.0,4.0,6.0,,20.0,28.0,11.0,12.0,,52.0,,,,,
FOOTBALL_CFL_2016_9_17_OTT@CGY,2016-09-17,2016,1,CFL,OTT,CGY,,,32.0,2.0,2.0,,37.0,37.0,11.0,8.0,1.0,35.0,,,6.0,1.0,1.0
FOOTBALL_CFL_2016_9_24_WPG@CGY,2016-09-24,2016,1,CFL,WPG,CGY,,,8.0,3.0,4.0,,6.0,12.0,12.0,30.0,1.0,71.0,,,6.0,1.0,1.0
FOOTBALL_CFL_2016_9_5_EDM@CGY,2016-09-05,2016,1,CFL,EDM,CGY,,,19.0,6.0,6.0,,34.0,49.0,18.0,,2.0,110.0,,,12.0,2.0,2.0
FOOTBALL_CFL_2017_10_13_CGY@HAM,2017-10-13,2017,1,CFL,CGY,HAM,,,,,,,,,6.0,4.0,,11.0,,,,,
FOOTBALL_CFL_2017_10_20_SSK@CGY,2017-10-20,2017,1,CFL,SSK,CGY,,,8.0,2.0,4.0,,12.0,12.0,11.0,13.0,,43.0,,,,,
FOOTBALL_CFL_2017_10_28_CGY@EDM,2017-10-28,2017,1,CFL,CGY,EDM,,,15.0,1.0,2.0,,13.0,15.0,8.0,15.0,,35.0,,,,,
FOOTBALL_CFL_2017_11_19_EDM@CGY,2017-11-19,2017,1,CFL,EDM,CGY,,,14.0,4.0,5.0,,36.0,44.0,13.0,25.0,1.0,71.0,1.0,,8.0,1.0,1.0
FOOTBALL_CFL_2017_11_26_CGY@TOR,2017-11-26,2017,1,CFL,CGY,TOR,,,,1.0,2.0,1.0,3.0,6.0,13.0,15.0,1.0,62.0,,1.0,12.0,1.0,2.0
FOOTBALL_CFL_2017_11_3_WPG@CGY,2017-11-03,2017,1,CFL,WPG,CGY,,,2.0,3.0,4.0,,,,12.0,6.0,,30.0,,,,,
FOOTBALL_CFL_2017_6_23_CGY@OTT,2017-06-23,2017,1,CFL,CGY,OTT,,,7.0,5.0,5.0,,15.0,19.0,13.0,19.0,1.0,65.0,,,6.0,1.0,1.0
FOOTBALL_CFL_2017_6_29_OTT@CGY,2017-06-29,2017,1,CFL,OTT,CGY,,,16.0,2.0,5.0,,23.0,25.0,14.0,10.0,,51.0,,,,,
FOOTBALL_CFL_2017_7_14_CGY@MTL,2017-07-14,2017,1,CFL,CGY,MTL,,,9.0,2.0,2.0,,10.0,18.0,4.0,9.0,,1.0,,,,,
FOOTBALL_CFL_2017_7_22_SSK@CGY,2017-07-22,2017,1,CFL,SSK,CGY,,,-1.0,1.0,2.0,,-1.0,-1.0,28.0,12.0,1.0,135.0,,,6.0,1.0,1.0
FOOTBALL_CFL_2017_7_29_HAM@CGY,2017-07-29,2017,1,CFL,HAM,CGY,,,3.0,1.0,1.0,,3.0,3.0,11.0,28.0,3.0,91.0,,,18.0,3.0,3.0
FOOTBALL_CFL_2017_7_7_CGY@WPG,2017-07-07,2017,1,CFL,CGY,WPG,,,25.0,2.0,3.0,,26.0,27.0,17.0,9.0,,71.0,,,,,
FOOTBALL_CFL_2017_8_18_CGY@BC,2017-08-18,2017,1,CFL,CGY,BC,,,8.0,1.0,1.0,,8.0,8.0,15.0,16.0,1.0,69.0,,,6.0,1.0,1.0
FOOTBALL_CFL_2017_8_26_TOR@CGY,2017-08-26,2017,1,CFL,TOR,CGY,,,11.0,6.0,6.0,,23.0,29.0,14.0,25.0,,62.0,,,,,
FOOTBALL_CFL_2017_8_3_CGY@TOR,2017-08-03,2017,1,CFL,CGY,TOR,,,7.0,2.0,2.0,,12.0,14.0,10.0,18.0,1.0,76.0,,,6.0,1.0,1.0
FOOTBALL_CFL_2017_9_16_BC@CGY,2017-09-16,2017,1,CFL,BC,CGY,,,,,2.0,,,,7.0,11.0,,40.0,,,,,
FOOTBALL_CFL_2017_9_24_CGY@SSK,2017-09-24,2017,1,CFL,CGY,SSK,,,6.0,3.0,3.0,,8.0,8.0,23.0,23.0,,127.0,,,,,
FOOTBALL_CFL_2017_9_4_EDM@CGY,2017-09-04,2017,1,CFL,EDM,CGY,,,,1.0,1.0,,,,13.0,11.0,2.0,61.0,,,12.0,2.0,2.0
FOOTBALL_CFL_2017_9_9_CGY@EDM,2017-09-09,2017,1,CFL,CGY,EDM,,,6.0,1.0,1.0,,6.0,6.0,9.0,18.0,,48.0,,,,,
