game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_catches,match_played
cricket-t20i-2022-04-30-1310162,2022-04-30,2022,1,T20I,Spain,Norway,53.0,2.0,0.0,3.0,39.0,1.0,,1.0
cricket-t20i-2022-04-30-1310164,2022-04-30,2022,1,T20I,Guernsey,Spain,22.0,0.0,1.0,3.0,14.0,1.0,,1.0
cricket-t20i-2022-05-01-1310165,2022-05-01,2022,1,T20I,Spain,Guernsey,29.0,2.0,0.0,3.0,28.0,0.0,,1.0
cricket-t20i-2022-05-01-1310166,2022-05-01,2022,1,T20I,Spain,Norway,12.0,1.0,0.0,3.0,12.0,0.0,4.0,1.0
cricket-t20i-2022-07-02-1320984,2022-07-02,2022,1,T20I,Denmark,Spain,19.0,2.0,0.0,4.0,16.0,0.0,2.0,1.0
cricket-t20i-2022-07-04-1320986,2022-07-04,2022,1,T20I,Spain,Belgium,13.0,3.0,0.0,1.0,19.0,1.0,,1.0
