game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,pp_assists,pp_goals,sh_goals,sog,to
NLL_2019_SEASON_TOTAL,,2019,1,NLL,,,27.0,,,10.0,15.0,,,,42.0,,,,,
NLL_2021_SEASON_TOTAL,,2021,1,NLL,,,26.0,,,15.0,33.0,,,,59.0,,,,,
NLL_2022_SEASON_TOTAL,,2022,1,NLL,,,63.0,,,16.0,43.0,,2.0,,106.0,16.0,13.0,1.0,,
NLL_2023_SEASON_TOTAL,,2023,1,NLL,,,51.0,,,17.0,36.0,,,,87.0,12.0,8.0,2.0,,
703332113,2025-10-29,2025,1,NLL,COLORADO,VANCOUVER,5.0,5.0,5.0,,2.0,5.0,,5.0,,,,,5.0,5.0
