game_id,date,season,week,league,away,home,interceptions_made,sacks,tackles
SYNTHETIC_CFL_2023_W1_SSK,2023-06-11,2023,1,CFL,SSK,EDM,,,1.0
SYNTHETIC_CFL_2023_W2_SSK,2023-06-16,2023,2,CFL,WPG,SSK,,,2.0
SYNTHETIC_CFL_2023_W9_SSK,2023-08-06,2023,9,CFL,OTT,SSK,0.0,0.0,8.0
SYNTHETIC_CFL_2023_W10_SSK,2023-08-11,2023,10,CFL,SSK,MTL,0.0,0.0,3.0
SYNTHETIC_CFL_2023_W11_SSK,2023-08-20,2023,11,CFL,BC,SSK,0.0,0.0,3.0
SYNTHETIC_CFL_2023_W13_SSK,2023-09-03,2023,13,CFL,WPG,SSK,0.0,0.0,5.0
SYNTHETIC_CFL_2023_W14_SSK,2023-09-09,2023,14,CFL,SSK,WPG,0.0,0.0,3.0
SYNTHETIC_CFL_2023_W15_SSK,2023-09-15,2023,15,CFL,EDM,SSK,0.0,0.0,3.0
SYNTHETIC_CFL_2023_W16_SSK,2023-09-22,2023,16,CFL,SSK,OTT,0.0,0.0,3.0
SYNTHETIC_CFL_2023_W17_SSK,2023-09-29,2023,17,CFL,SSK,BC,0.0,0.0,2.0
SYNTHETIC_CFL_2023_W18_SSK,2023-10-07,2023,18,CFL,HAM,SSK,0.0,0.0,2.0
SYNTHETIC_CFL_2023_W19_SSK,2023-10-13,2023,19,CFL,SSK,CGY,0.0,0.0,5.0
SYNTHETIC_CFL_2023_W20_SSK,2023-10-21,2023,20,CFL,TOR,SSK,0.0,0.0,4.0
