game_id,date,season,week,league,away,home,recv_lg,recv_rec,recv_tar,recv_yds,ret_lg,ret_num,ret_yds
FOOTBALL_CFL_2016_11_5_MTL@HAM,2016-11-05,2016,1,CFL,MTL,HAM,,,,,20.0,1.0,20.0
FOOTBALL_CFL_2018_9_28_TOR@CGY,2018-09-28,2018,1,CFL,TOR,CGY,,,1.0,,,,
FOOTBALL_CFL_2019_11_2_TOR@HAM,2019-11-02,2019,1,CFL,TOR,HAM,7.0,1.0,1.0,7.0,,,
FOOTBALL_CFL_2019_7_25_TOR@EDM,2019-07-25,2019,1,CFL,TOR,EDM,3.0,1.0,1.0,3.0,,,
