game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,sog,to
NLL_2019_SEASON_TOTAL,,,1,,,,3.0,,,12.0,,,16.0,,3.0,,
NLL_2021_SEASON_TOTAL,,,1,,,,1.0,,,9.0,,,8.0,,1.0,,
NLL_2022_SEASON_TOTAL,,,1,,,,3.0,,,16.0,,,31.0,,3.0,,
NLL_2023_SEASON_TOTAL,,,1,,,,,,,11.0,,,6.0,,,,
703328545,2025-10-29,2025,1,NLL,SAN DIEGO,OTTAWA,1.0,1.0,1.0,,0.0,1.0,,1.0,,1.0,1.0
