game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_UNION,,,2,AUDL,,,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
SYNTHETIC_AUDL_W3_UNION,,,3,AUDL,,,3.0,0.0,,,0.0,3.0,,,,,0.0,229.0,94.0
2022-06-17-ATX-CHI,2022-06-17,2022,4,,ATX,CHI,2.0,1.0,,,0.0,2.0,,,,,1.0,182.0,208.0
2022-06-25-CHI-IND,2022-06-25,2022,5,,CHI,IND,1.0,0.0,,,0.0,2.0,,,,,1.0,225.0,98.0
2022-07-01-MIN-CHI,2022-07-01,2022,6,,MIN,CHI,2.0,0.0,,,2.0,1.0,,,,,3.0,222.0,108.0
2022-07-09-IND-CHI,2022-07-09,2022,7,,IND,CHI,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2022-07-16-CHI-MIN,2022-07-16,2022,8,,CHI,MIN,0.0,0.0,,,0.0,4.0,,,,,1.0,253.0,79.0
2022-07-23-CHI-PIT,2022-07-23,2022,9,,CHI,PIT,2.0,0.0,,,0.0,3.0,,,,,2.0,277.0,70.0
2022-07-29-CHI-MAD,2022-07-29,2022,10,,CHI,MAD,3.0,0.0,,,1.0,6.0,,,,,0.0,303.0,49.0
2022-07-30-DET-CHI,2022-07-30,2022,10,,DET,CHI,5.0,1.0,,,0.0,3.0,,,,,0.0,257.0,309.0
2023-05-13-IND-CHI,2023-05-13,2023,3,,IND,CHI,3.0,2.0,24.0,22.0,,,3.0,1.0,1.0,25.0,3.0,182.0,191.0
2023-05-27-CHI-MAD,2023-05-27,2023,5,,CHI,MAD,3.0,,30.0,28.0,,2.0,,,,30.0,,166.0,53.0
2023-05-28-MIN-CHI,2023-05-28,2023,5,,MIN,CHI,,,,,,,1.0,,,,2.0,,
2023-06-03-CHI-MIN,2023-06-03,2023,6,,CHI,MIN,2.0,,22.0,21.0,,1.0,2.0,3.0,1.0,21.0,,224.0,267.0
2023-06-10-CHI-IND,2023-06-10,2023,7,,CHI,IND,2.0,,34.0,23.0,,7.0,2.0,,,27.0,2.0,306.0,108.0
2023-06-17-POR-CHI,2023-06-17,2023,8,,POR,CHI,5.0,,35.0,33.0,,,1.0,2.0,2.0,35.0,2.0,296.0,253.0
2023-06-24-CHI-DET,2023-06-24,2023,9,,CHI,DET,1.0,,29.0,27.0,,1.0,4.0,1.0,1.0,29.0,1.0,282.0,168.0
2023-07-07-CHI-PIT,2023-07-07,2023,11,,CHI,PIT,3.0,1.0,23.0,18.0,,3.0,0.0,1.0,,20.0,2.0,185.0,150.0
2023-07-08-PIT-CHI,2023-07-08,2023,11,,PIT,CHI,,,,,1.0,,,,,,,,
2023-07-15-CHI-MIN,2023-07-15,2023,12,,CHI,MIN,1.0,1.0,11.0,14.0,,1.0,,,,17.0,2.0,0.0,33.0
2023-07-21-MAD-CHI,2023-07-21,2023,13,,MAD,CHI,3.0,,10.0,10.0,,,,1.0,4.0,11.0,1.0,75.0,88.0
2024-05-04-CHI-DET,2024-05-04,2024,2,,CHI,DET,5.0,0.0,,,0.0,2.0,,,,,1.0,175.0,337.0
2024-05-11-MIN-CHI,2024-05-11,2024,3,,MIN,CHI,4.0,0.0,,,0.0,1.0,,,,,0.0,307.0,186.0
2024-05-24-CHI-HTX,2024-05-24,2024,5,,CHI,HTX,6.0,0.0,,,1.0,1.0,,,,,2.0,194.0,261.0
2024-05-25-CHI-ATX,2024-05-25,2024,5,,CHI,ATX,1.0,0.0,,,1.0,0.0,,,,,1.0,58.0,85.0
2024-05-31-MAD-CHI,2024-05-31,2024,6,,MAD,CHI,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2024-06-01-CHI-IND,2024-06-01,2024,6,,CHI,IND,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2024-06-14-PIT-CHI,2024-06-14,2024,8,,PIT,CHI,1.0,0.0,,,1.0,0.0,,,,,5.0,118.0,35.0
2024-06-22-IND-CHI,2024-06-22,2024,9,,IND,CHI,4.0,1.0,,,0.0,2.0,,,,,2.0,160.0,93.0
2024-06-28-MIN-CHI,2024-06-28,2024,10,,MIN,CHI,5.0,0.0,,,0.0,1.0,,,,,3.0,240.0,338.0
