game_id,date,season,week,league,away,home,recv_gp,recv_rec,recv_td,recv_yds,rush_att,rush_gp,rush_yds
FOOTBALL_CFL_2019_SEASON_TOTAL,,2019,1,CFL,,,13.0,1.0,,10.0,,,
FOOTBALL_CFL_2021_SEASON_TOTAL,,2021,1,CFL,,,13.0,50.0,4.0,605.0,,,
FOOTBALL_CFL_2022_SEASON_TOTAL,,2022,1,CFL,,,18.0,81.0,5.0,1101.0,5.0,18.0,21.0
