player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
aj-merriman,AJ Merriman,P,2.0,2.0,10.0,12.0,,,1.0,1.0,12.0,12.0,,68.0,162.0
alexandre-fall,Alexandre Fall,P,1.0,,7.0,5.0,,1.0,,,,6.0,1.0,111.0,19.0
andrew-roy,Andrew Roy,P,1.0,,21.0,26.0,,,2.0,,,26.0,,80.0,134.0
antoine-dube,Antoine Dubé,P,1.0,,8.0,7.0,,1.0,,,,7.0,,83.0,74.0
antoine-rousseau,Antoine Rousseau,P,2.0,,21.0,22.0,,,1.0,1.0,,24.0,1.0,25.0,237.0
brandon-adibe,Brandon Adibe,P,,,4.0,3.0,2.0,1.0,,,,3.0,,86.0,14.0
brandon-lamberty,Brandon Lamberty,P,,1.0,4.0,3.0,,1.0,1.0,,10.0,4.0,1.0,40.0,40.0
cavin-coulbury,Cavin Coulbury,P,1.0,,42.0,39.0,,1.0,1.0,,,43.0,4.0,67.0,233.0
charlie-mccutcheon,Charlie McCutcheon,P,1.0,,7.0,6.0,,1.0,,,,6.0,,67.0,-16.0
christian-boxley,Christian Boxley,P,,,14.0,9.0,,3.0,2.0,,,11.0,2.0,159.0,13.0
christophe-tremblay-joncas,Christophe Tremblay-Joncas,P,1.0,2.0,15.0,13.0,,2.0,2.0,,12.0,14.0,,203.0,48.0
dane-warner,Dane Warner,P,,,8.0,6.0,,,,,,8.0,2.0,64.0,-1.0
david-cranston,David Cranston,P,1.0,1.0,11.0,15.0,,,1.0,,,15.0,,1.0,138.0
desmond-staples,Desmond Staples,P,,,3.0,5.0,,,,,,5.0,,15.0,15.0
felix-leonard,Felix Leonard,P,2.0,,17.0,18.0,,,1.0,1.0,,19.0,1.0,-9.0,192.0
garrett-braun,Garrett Braun,P,1.0,,9.0,11.0,,,1.0,1.0,1.0,11.0,,61.0,125.0
jacques-nissen,Jacques Nissen,P,2.0,,11.0,12.0,,,4.0,,,12.0,,61.0,50.0
jasper-tom,Jasper Tom,P,,2.0,12.0,8.0,,5.0,1.0,,,10.0,2.0,113.0,26.0
jeff-wodatch,Jeff Wodatch,P,2.0,,14.0,14.0,,,1.0,2.0,,14.0,,122.0,179.0
jonny-malks,Jonny Malks,P,1.0,,23.0,27.0,,3.0,2.0,1.0,,29.0,2.0,136.0,293.0
kevin-healey,Kevin Healey,P,1.0,1.0,8.0,8.0,,1.0,,,,8.0,,150.0,37.0
kevin-quinlan,Kevin Quinlan,P,2.0,,33.0,33.0,,,1.0,,,35.0,2.0,256.0,414.0
liam-mckeown,Liam McKeown,P,1.0,,19.0,18.0,,1.0,3.0,1.0,,20.0,1.0,80.0,115.0
luke-rehfuss,Luke Rehfuss,P,2.0,,5.0,4.0,,,1.0,,,5.0,1.0,104.0,29.0
max-ayad,Max Ayad,P,1.0,,6.0,5.0,,,,,1.0,6.0,,45.0,62.0
paul-hooley,Paul Hooley,P,,,4.0,5.0,,1.0,1.0,1.0,,5.0,,3.0,37.0
phillipe-le-bourdais,Phillipe Le Bourdais,P,2.0,,13.0,8.0,,4.0,,1.0,,9.0,,290.0,28.0
raphael-salvas,Raphael Salvas,P,,,7.0,6.0,,1.0,1.0,,,7.0,,76.0,9.0
rhys-bergeron,Rhys Bergeron,P,1.0,1.0,9.0,9.0,,1.0,1.0,,,10.0,1.0,50.0,59.0
rowan-mcdonnell,Rowan McDonnell,P,,,21.0,21.0,,1.0,1.0,,,23.0,2.0,21.0,121.0
thomas-edmonds,Thomas Edmonds,P,3.0,2.0,29.0,33.0,,2.0,2.0,,,33.0,,116.0,336.0
thomas-lalonde-landry,Thomas Lalonde-Landry,P,,1.0,9.0,7.0,,,,,,8.0,,41.0,35.0
tyler-monroe,Tyler Monroe,P,2.0,,16.0,14.0,,1.0,,1.0,,15.0,1.0,212.0,89.0
tynan-peterson,Tynan Peterson,P,,,2.0,3.0,,,,,,3.0,,18.0,8.0
william-st-pierre,William St-Pierre,P,1.0,,19.0,15.0,,2.0,1.0,,,18.0,3.0,299.0,87.0
