player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
antoine-dube,Antoine Dubé,P,1.0,1.0,3.0,2.0,1.0,,,,1.0,3.0,1.0,20.0,13.0
antoine-rousseau,Antoine Rousseau,P,,,9.0,9.0,,,,,6.0,11.0,1.0,-30.0,57.0
ben-katz,Ben Katz,P,,1.0,,,,,,,,,,,
charles-weinberg,Charles Weinberg,P,,,,,,1.0,2.0,,,,2.0,,
christophe-tremblay-joncas,Christophe Tremblay-Joncas,P,,,23.0,20.0,,1.0,1.0,,1.0,24.0,4.0,80.0,124.0
desmond-staples,Desmond Staples,P,,,3.0,4.0,,1.0,,,1.0,4.0,,23.0,47.0
dylan-lacombe-burgoyne,Dylan Lacombe-Burgoyne,P,1.0,,23.0,31.0,1.0,,1.0,1.0,,34.0,3.0,153.0,227.0
elliott-chartock,Elliott Chartock,P,1.0,,,,,,,1.0,,,2.0,,
jack-williams,Jack Williams,P,2.0,,,,,,3.0,1.0,,,,,
jeff-babbitt,Jeff Babbitt,P,,,,,,6.0,,,,,,,
jeff-holm,Jeff Holm,P,2.0,1.0,7.0,9.0,,,,,,9.0,,61.0,7.0
john-lithio,John Lithio,P,,,,,,1.0,,,,,,,
josue-alorro,Josue Alorro,P,,,,,,1.0,1.0,,,,,,
kevin-quinlan,Kevin Quinlan,P,2.0,,28.0,27.0,,1.0,1.0,1.0,,29.0,2.0,88.0,207.0
liam-mckeown,Liam McKeown,P,3.0,,23.0,19.0,,2.0,1.0,,,23.0,2.0,153.0,60.0
malik-auger-semmar,Malik Auger-Semmar,P,1.0,2.0,22.0,18.0,,2.0,,,,21.0,3.0,154.0,110.0
matt-labar,Matt LaBar,P,,,,,,1.0,,,,,1.0,,
matt-stevens,Matt Stevens,P,,,,,,1.0,,,,,,,
matthias-ling,Matthias Ling,P,1.0,3.0,5.0,5.0,2.0,1.0,,,,5.0,,14.0,-10.0
melvyn-brichet,Melvyn Brichet,P,1.0,,12.0,13.0,1.0,,3.0,1.0,,13.0,,141.0,137.0
oliver-chartock,Oliver Chartock,P,,2.0,,,,,,,,,,,
oscar-kohut,Oscar Kohut,P,,1.0,,,,1.0,1.0,,,,,,
paul-hooley,Paul Hooley,P,1.0,,9.0,9.0,,,,,,13.0,4.0,-14.0,58.0
phillipe-le-bourdais,Phillipe Le Bourdais,P,,1.0,2.0,2.0,,1.0,,,,2.0,,20.0,-1.0
raphael-salvas,Raphael Salvas,P,,,5.0,4.0,,,,,,5.0,1.0,70.0,-11.0
ryan-drost,Ryan Drost,P,,,,,,2.0,,,,,2.0,,
ryan-osgar,Ryan Osgar,P,,,,,,1.0,,,,,1.0,,
solomon-rueschemeyer-bailey,Solomon Rueschemeyer-Bailey,P,,,,,,,,,,,2.0,,
thomas-lalonde-landry,Thomas Lalonde-Landry,P,,3.0,6.0,8.0,,,,,,8.0,,42.0,21.0
tynan-peterson,Tynan Peterson,P,,,2.0,2.0,,,,,,2.0,,23.0,35.0
zachary-burpee,Zachary Burpee,P,1.0,,3.0,2.0,,,1.0,,1.0,3.0,1.0,33.0,-4.0
