player_id,player_name,positions,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
austin-taylor,Austin Taylor,P,5.0,,,28.0,33.0,1.0,2.0,2.0,3.0,,34.0,1.0,71.0,245.0
ben-lewis,Ben Lewis,P,1.0,1.0,,15.0,13.0,,2.0,1.0,1.0,,13.0,,229.0,-5.0
billy-obryan,Billy O\'Bryan,P,,,,3.0,3.0,,2.0,2.0,,4.0,7.0,3.0,27.0,15.0
bobby-ley,Bobby Ley,P,2.0,,,43.0,47.0,,1.0,2.0,1.0,,48.0,1.0,53.0,227.0
bradley-fleming,Bradley Fleming,P,1.0,,,2.0,3.0,,,,,,3.0,,13.0,4.0
bradley-seuntjens,Bradley Seuntjens,P,,1.0,,7.0,5.0,,2.0,1.0,,,5.0,1.0,37.0,20.0
brandon-lin,Brandon Lin,P,,,,3.0,3.0,,,1.0,,,4.0,1.0,36.0,21.0
brendan-adams,Brendan Adams,P,1.0,1.0,1.0,13.0,13.0,,1.0,,1.0,4.0,15.0,1.0,19.0,81.0
brett-hulsmeyer,Brett Hulsmeyer,P,2.0,2.0,,24.0,22.0,1.0,2.0,2.0,,1.0,23.0,1.0,154.0,144.0
cade-white,Cade White,P,,,,2.0,1.0,,1.0,,,,1.0,,46.0,10.0
christian-olsen,Christian Olsen,P,1.0,,,25.0,33.0,1.0,1.0,3.0,,,33.0,,57.0,176.0
connor-bryant,Connor Bryant,P,,,,5.0,3.0,,,,,,5.0,2.0,6.0,26.0
connor-ughetta,Connor Ughetta,P,1.0,,,13.0,17.0,,,1.0,,1.0,20.0,3.0,23.0,116.0
dean-ramsey,Dean Ramsey,P,,1.0,,7.0,3.0,,2.0,,,7.0,4.0,,154.0,28.0
jp-burns,JP Burns,P,2.0,3.0,,5.0,4.0,,,,1.0,,5.0,,6.0,41.0
jacob-blackman,Jacob Blackman,P,,,,2.0,1.0,,,1.0,,,2.0,,20.0,1.0
jake-worthington,Jake Worthington,P,,1.0,,4.0,3.0,,1.0,,,,4.0,1.0,94.0,-13.0
jakeem-polk,Jakeem Polk,P,,2.0,,2.0,,1.0,1.0,,,11.0,,,33.0,
jeremy-langdon,Jeremy Langdon,P,2.0,1.0,,19.0,13.0,,2.0,1.0,,,16.0,,191.0,55.0
jimmy-zuraw,Jimmy Zuraw,P,1.0,1.0,,22.0,22.0,,,1.0,,,24.0,2.0,43.0,77.0
john-clyde,John Clyde,P,3.0,,,37.0,42.0,,,2.0,3.0,7.0,47.0,4.0,117.0,364.0
john-shelley,John Shelley,P,,,,32.0,33.0,1.0,4.0,1.0,,,34.0,1.0,170.0,173.0
justin-burnett,Justin Burnett,P,,3.0,,10.0,8.0,,2.0,,,,8.0,1.0,148.0,
lukas-mcclamrock,Lukas McClamrock,P,1.0,1.0,,23.0,19.0,,4.0,2.0,,,19.0,,138.0,114.0
mark-baldauf,Mark Baldauf,P,,2.0,,6.0,10.0,1.0,,,,,11.0,1.0,8.0,53.0
matt-bennett,Matt Bennett,P,2.0,1.0,,40.0,42.0,,,3.0,1.0,,46.0,3.0,-64.0,330.0
matt-smith,Matt Smith,P,1.0,,,20.0,17.0,,4.0,,,,17.0,,258.0,61.0
matthew-knowles,Matthew Knowles,P,,,,3.0,6.0,,,1.0,,,6.0,,15.0,9.0
max-grove,Max Grove,P,,,,1.0,1.0,,,,,,1.0,,2.0,-5.0
michael-fairley,Michael Fairley,P,1.0,2.0,,3.0,4.0,,1.0,,,,4.0,,57.0,12.0
noah-powell,Noah Powell,P,,,,5.0,5.0,,,,,,5.0,,84.0,-24.0
owen-smith,Owen Smith,P,1.0,,,4.0,2.0,,1.0,,,,3.0,1.0,112.0,-9.0
parker-bray,Parker Bray,P,,1.0,,4.0,10.0,,1.0,1.0,1.0,3.0,11.0,1.0,19.0,126.0
steven-kelly,Steven Kelly,P,,,,2.0,1.0,,,,,,2.0,1.0,-2.0,8.0
tanner-robinson,Tanner Robinson,P,2.0,,,9.0,8.0,1.0,,1.0,,,12.0,,9.0,25.0
trip-crowley,Trip Crowley,P,1.0,1.0,,4.0,3.0,,,,,,4.0,1.0,54.0,15.0
xavier-fuzat,Xavier Fuzat,P,,1.0,,16.0,12.0,1.0,3.0,2.0,,,13.0,1.0,120.0,13.0
zachary-cotter,Zachary Cotter,P,1.0,1.0,,6.0,4.0,,1.0,1.0,,3.0,5.0,1.0,126.0,21.0
