player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
aaron-hom,Aaron Hom,P,,,5.0,5.0,,,,,,,5.0,,15.0,4.0
aidan-lopez-escarez,Aidan Lopez-Escarez,P,,,,,,,3.0,,,,,,,
brandon-fein,Brandon Fein,P,,1.0,,3.0,,,1.0,,9.0,,3.0,,,7.0
chris-lung,Chris Lung,P,2.0,2.0,50.0,49.0,,6.0,4.0,,,,53.0,2.0,172.0,360.0
chris-roach,Chris Roach,P,,,,,,1.0,,,,,,,,
conor-bauman,Conor Bauman,P,2.0,1.0,11.0,14.0,,,1.0,,3.0,,17.0,2.0,29.0,84.0
corbin-atack,Corbin Atack,P,,,1.0,2.0,,,,,,,2.0,,5.0,-2.0
dominic-jacobs,Dominic Jacobs,P,,1.0,,,,,,,,,,,,
dylan-nice,Dylan Nice,P,1.0,2.0,9.0,7.0,,1.0,,,,,9.0,2.0,88.0,39.0
evan-magsig,Evan  Magsig,P,2.0,,41.0,42.0,1.0,2.0,3.0,1.0,,,44.0,1.0,237.0,247.0
garrett-martin,Garrett Martin,P,,1.0,,,1.0,,,,,,,,,
gavin-may,Gavin May,P,,1.0,14.0,7.0,1.0,5.0,,,,,9.0,1.0,239.0,16.0
jackson-de-campos,Jackson de Campos,P,,,4.0,5.0,,,,,,,6.0,1.0,7.0,11.0
jacob-smith,Jacob Smith,P,,,14.0,15.0,,1.0,3.0,,,,16.0,1.0,127.0,76.0
keenan-laurence,Keenan Laurence,P,3.0,1.0,27.0,23.0,,3.0,1.0,1.0,,,24.0,1.0,358.0,182.0
kenny-lane-iii,Kenny Lane III,P,,,,,,4.0,,1.0,,,,2.0,,
louie-bertoncin,Louie Bertoncin,P,,1.0,,,1.0,,,,,,,1.0,,
mac-hecht,Mac Hecht,P,9.0,,57.0,65.0,,,2.0,2.0,,1.0,66.0,1.0,124.0,577.0
matthew-burke,Matthew Burke,P,,,11.0,11.0,,,,,,,12.0,1.0,42.0,62.0
max-williams,Max Williams,P,1.0,1.0,23.0,22.0,2.0,1.0,3.0,,,,22.0,,212.0,98.0
mitchell-sayasene,Mitchell Sayasene,P,,,2.0,1.0,,1.0,,,,,1.0,,19.0,14.0
munis-thahir,Munis Thahir,P,,,2.0,2.0,,,,,,,2.0,,24.0,1.0
nate-wipfler,Nate Wipfler,P,,,,,,3.0,,,,,,,,
peter-geertz-larson,Peter Geertz-Larson,P,,,,,,2.0,,,,,,,,
ray-mendoza,Ray Mendoza,P,,2.0,8.0,5.0,,1.0,,,,,7.0,2.0,16.0,21.0
robin-vickers-batzdorf,Robin Vickers Batzdorf,P,,,9.0,10.0,1.0,,1.0,,12.0,,11.0,1.0,10.0,20.0
tarik-akyuz,Tarik Akyuz,P,,,,,,,,,3.0,,,,,
walker-frankenberg,Walker Frankenberg,P,3.0,,44.0,46.0,,2.0,3.0,,,,46.0,,293.0,227.0
wyatt-berreman,Wyatt Berreman,P,1.0,2.0,7.0,6.0,,1.0,,,,,6.0,,61.0,27.0
zeppelin-raunig,Zeppelin Raunig,P,,1.0,,,,,,,,,,,,
