player_id,player_name,positions,interceptions,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
adrian-adams,Adrian Adams,WR,,,,0.0,12.0,1.0,3.0,21.0
darius-prince,DARIUS PRINCE,WR,,,,3.0,79.0,9.0,,
isaiah-mckoy,Isaiah McKoy,WR,,,,1.0,79.0,6.0,,
jarren-myers,Jarren Myers,QB,,,,0.0,29.0,2.0,,
jordon-gandy,Jordon Gandy,WR,,,,1.0,16.0,1.0,,
malik-henry,Malik Henry,WR/QB,2.0,5.0,179.0,,,,0.0,17.0
trevonte-long,Trevonte Long,WR,,,,1.0,121.0,11.0,1.0,2.0
