player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
antoine-davis,Antoine Davis,P,,,,1.0,,,,,,1.0,,,3.0
ben-ashton,Ben Ashton,P,,,4.0,4.0,,,1.0,,,4.0,,3.0,37.0
ben-hoffman,Ben Hoffman,P,,2.0,2.0,2.0,,1.0,,,,2.0,,8.0,-3.0
ben-katz,Ben Katz,P,,,,,,1.0,,,,,,,
chad-yorgason,Chad Yorgason,P,1.0,2.0,6.0,5.0,,1.0,,,4.0,5.0,,94.0,21.0
devon-terry,Devon Terry,P,,1.0,2.0,4.0,,,,,,4.0,,36.0,19.0
elijah-jaime,Elijah Jaime,P,,1.0,15.0,11.0,,3.0,1.0,,,12.0,1.0,187.0,36.0
elliott-chartock,Elliott Chartock,P,,,,,,,,5.0,,,,,
ethan-fortin,Ethan Fortin,P,,,,,,,1.0,,,,,,
eugene-lheureux,Eugene L\'Heureux,P,,,7.0,9.0,,,,,11.0,10.0,1.0,14.0,47.0
grant-lindsley,Grant Lindsley,P,1.0,,32.0,44.0,,1.0,3.0,1.0,,47.0,3.0,76.0,438.0
jace-duennebeil,Jace Duennebeil,P,5.0,,17.0,12.0,,5.0,1.0,2.0,,12.0,,347.0,141.0
jacob-miller,Jacob Miller,P,,,38.0,35.0,,1.0,6.0,1.0,,37.0,2.0,231.0,326.0
jeff-babbitt,Jeff Babbitt,P,,1.0,,,,,,,,,1.0,,
john-lithio,John Lithio,P,3.0,,,,,,2.0,1.0,,,2.0,,
john-randolph,John Randolph,P,,,,,,,1.0,,,,,,
jonny-hoffman,Jonny Hoffman,P,,,5.0,4.0,,,1.0,,,5.0,1.0,54.0,27.0
jordan-kerr,Jordan Kerr,P,2.0,,15.0,12.0,,2.0,2.0,,,13.0,1.0,178.0,81.0
josue-alorro,Josue Alorro,P,,,,,,,1.0,,,,,,
kyle-weinberg,Kyle Weinberg,P,,,3.0,3.0,,,,,5.0,3.0,,-9.0,9.0
luke-yorgason,Luke Yorgason,P,,,30.0,35.0,,,1.0,,,36.0,1.0,144.0,252.0
matt-stevens,Matt Stevens,P,,,1.0,,,1.0,,,,,,4.0,
max-dehlin,Max Dehlin,P,1.0,,7.0,8.0,,,1.0,,,8.0,,5.0,10.0
mckay-yorgason,McKay Yorgason,P,5.0,,35.0,37.0,,,1.0,,,37.0,,134.0,211.0
mike-drost,Mike Drost,P,,,2.0,1.0,,,,,,1.0,,10.0,4.0
nathan-huff,Nathan Huff,P,1.0,,7.0,6.0,,2.0,,,,6.0,,26.0,-1.0
ryan-drost,Ryan Drost,P,1.0,2.0,,,,,,,,,,,
ryan-osgar,Ryan Osgar,P,,1.0,,,1.0,,,3.0,,,,,
sean-connole,Sean Connole,P,3.0,,32.0,29.0,,3.0,1.0,1.0,,30.0,1.0,341.0,195.0
shashank-alladi,Shashank Alladi,P,,,,,,,1.0,,,,,,
solomon-rueschemeyer-bailey,Solomon Rueschemeyer-Bailey,P,,1.0,,,,,,0.0,,,1.0,,
tony-mounga,Tony Mounga,P,,1.0,5.0,4.0,,,,,1.0,4.0,,5.0,54.0
will-selfridge,Will Selfridge,P,,,12.0,10.0,,,,,,12.0,2.0,41.0,16.0
