player_id,player_name,positions,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
corey-brewer,Corey Brewer,P,5.0,2.0,0.0,2.0,0.0,4.0,0.0
elijah-stewart,Elijah Stewart,P,8.0,3.0,2.0,4.0,1.0,7.0,3.0
gerald-green,Gerald Green,P,9.0,5.0,0.0,1.0,0.0,9.0,0.0
ike-diogu,Ike Diogu,P,2.0,1.0,0.0,1.0,0.0,1.0,1.0
isaiah-austin,Isaiah Austin,P,5.0,0.0,0.0,1.0,0.0,9.0,0.0
jeff-ayres,Jeff Ayres,P,3.0,0.0,0.0,0.0,0.0,2.0,0.0
keith-benson,Keith Benson,P,1.0,0.0,0.0,1.0,0.0,3.0,0.0
nick-young,Nick Young,P,1.0,1.0,0.0,0.0,0.0,0.0,0.0
sek-henry,Sek Henry,P,2.0,2.0,0.0,0.0,0.0,1.0,0.0
will-bynum,Will Bynum,P,0.0,0.0,0.0,1.0,0.0,4.0,0.0
