player_id,player_name,positions,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
aj-merriman,AJ Merriman,P,,2.0,,3.0,3.0,,1.0,,,7.0,,3.0,,23.0,38.0
alex-thorne,Alex Thorne,P,,,,25.0,36.0,,1.0,1.0,1.0,,,36.0,,116.0,205.0
alexandre-fall,Alexandre Fall,P,,,,4.0,,1.0,4.0,,,,,,,52.0,
andrew-roy,Andrew Roy,P,,,,18.0,22.0,,,2.0,1.0,,,23.0,,49.0,149.0
brandon-pastor,Brandon Pastor,P,,,,1.0,1.0,,,,,,,1.0,,6.0,
charlie-mccutcheon,Charlie McCutcheon,P,,1.0,,4.0,4.0,,,2.0,,,,4.0,,58.0,7.0
christian-boxley,Christian Boxley,P,2.0,,,23.0,20.0,,2.0,3.0,,,,21.0,1.0,255.0,7.0
christopher-zaleski,Christopher Zaleski,P,,,,1.0,1.0,,,,,,,1.0,,15.0,7.0
cole-jurek,Cole Jurek,P,,,,20.0,16.0,,2.0,1.0,,,,18.0,2.0,188.0,33.0
david-bloodgood,David Bloodgood,P,3.0,,,14.0,19.0,,,2.0,1.0,9.0,,21.0,2.0,17.0,215.0
david-cranston,David Cranston,P,,,,11.0,12.0,,,2.0,,,,12.0,,34.0,19.0
dmitry-suvorov,Dmitry Suvorov,P,,1.0,,4.0,3.0,1.0,,,,,,4.0,1.0,33.0,-18.0
eric-nardelli,Eric Nardelli,P,,,,3.0,2.0,,1.0,,,,,2.0,,24.0,-13.0
eric-witmer,Eric Witmer,P,1.0,2.0,,10.0,7.0,,2.0,,1.0,,,7.0,,29.0,86.0
ethan-holmgren,Ethan Holmgren,P,,,,3.0,3.0,,,,,,,3.0,,33.0,-7.0
garrett-braun,Garrett Braun,P,2.0,,,9.0,8.0,,,1.0,,,,9.0,1.0,88.0,91.0
greg-martin,Greg Martin,P,1.0,1.0,1.0,19.0,15.0,,5.0,1.0,1.0,,,15.0,,235.0,43.0
james-pollard,James Pollard,P,1.0,1.0,,26.0,19.0,,3.0,,,1.0,,23.0,2.0,401.0,49.0
jasper-tom,Jasper Tom,P,,2.0,,5.0,4.0,,1.0,1.0,,,,4.0,,70.0,5.0
jeff-wodatch,Jeff Wodatch,P,,,,11.0,8.0,,2.0,,,,,9.0,1.0,100.0,26.0
jeremy-knopf,Jeremy Knopf,P,,,,18.0,23.0,,,,,,,23.0,,13.0,144.0
jonny-malks,Jonny Malks,P,2.0,1.0,,28.0,31.0,1.0,2.0,,1.0,,,32.0,1.0,198.0,198.0
jordan-rhyne,Jordan Rhyne,P,2.0,,,43.0,46.0,,,2.0,1.0,,,51.0,5.0,77.0,
justin-keller,Justin Keller,P,1.0,1.0,,9.0,10.0,,,,,,,11.0,1.0,-3.0,62.0
kainoa-chun-moy,Kainoa Chun Moy,P,,,,5.0,4.0,1.0,1.0,1.0,,,,4.0,,30.0,28.0
luke-rehfuss,Luke Rehfuss,P,,1.0,,3.0,3.0,,1.0,,,,,3.0,,44.0,8.0
marc-sands,Marc Sands,P,,,,2.0,3.0,,,,,,,3.0,,-7.0,16.0
matt-hanna,Matt Hanna,P,,,,6.0,5.0,,1.0,1.0,,,,6.0,1.0,25.0,-2.0
max-trifillis,Max Trifillis,P,4.0,4.0,,14.0,15.0,,1.0,2.0,,,,15.0,,280.0,72.0
mike-campanella,Mike Campanella,P,,1.0,,12.0,13.0,,1.0,1.0,,,,13.0,,5.0,38.0
moussa-dia,Moussa Dia,P,1.0,1.0,,8.0,4.0,,4.0,,,,,4.0,,98.0,26.0
paul-owens,Paul Owens,P,1.0,1.0,,14.0,15.0,,2.0,2.0,,16.0,,16.0,1.0,73.0,30.0
rhys-bergeron,Rhys Bergeron,P,1.0,1.0,,6.0,7.0,,,2.0,,,,7.0,,54.0,52.0
rowan-mcdonnell,Rowan McDonnell,P,6.0,1.0,,26.0,25.0,1.0,,1.0,1.0,5.0,,27.0,2.0,66.0,199.0
sean-mott,Sean Mott,P,4.0,,,40.0,36.0,,1.0,2.0,3.0,2.0,,39.0,3.0,169.0,425.0
thomas-edmonds,Thomas Edmonds,P,,,,29.0,30.0,,1.0,1.0,,,,33.0,3.0,55.0,182.0
thomas-nye,Thomas Nye,P,,,,,1.0,,,,,,,1.0,,,
troy-holland,Troy Holland,P,,2.0,,9.0,10.0,,,1.0,,,1.0,12.0,1.0,14.0,56.0
tyler-monroe,Tyler Monroe,P,3.0,,,18.0,18.0,,,1.0,,,,19.0,,82.0,105.0
