player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
alex-thorne,Alex Thorne,P,2.0,,14.0,17.0,,,,2.0,,,20.0,2.0,8.0,175.0
andres-rodriguez,Andres Rodriguez,P,,1.0,15.0,14.0,,1.0,1.0,,,,15.0,1.0,57.0,23.0
antoine-dube,Antoine Dubé,P,,,,,,,1.0,1.0,,,,,,
antoine-rousseau,Antoine Rousseau,P,,,,,,,,,1.0,,,,,
brandon-pastor,Brandon Pastor,P,,,10.0,7.0,,1.0,,,,,10.0,2.0,74.0,40.0
cj-colicchio,CJ Colicchio,P,1.0,,13.0,11.0,,2.0,1.0,,,,11.0,,283.0,11.0
charles-guay,Charles Guay,P,,1.0,9.0,9.0,,1.0,,1.0,,,10.0,1.0,49.0,77.0
christophe-tremblay-joncas,Christophe Tremblay-Joncas,P,,,,,1.0,,,,,,,1.0,,
dmitry-suvorov,Dmitry Suvorov,P,1.0,,6.0,6.0,,,,,,,6.0,,99.0,-6.0
eric-nardelli,Eric Nardelli,P,,,2.0,2.0,,1.0,,,,,2.0,,7.0,-2.0
eric-witmer,Eric Witmer,P,4.0,1.0,18.0,15.0,,1.0,2.0,3.0,,,16.0,1.0,65.0,179.0
gavin-abrahamsson,Gavin Abrahamsson,P,,1.0,7.0,7.0,,1.0,1.0,,,,7.0,,134.0,22.0
greg-martin,Greg Martin,P,,1.0,16.0,12.0,1.0,4.0,1.0,,,,12.0,,91.0,7.0
jacob-duquette,Jacob Duquette,P,1.0,,26.0,31.0,,1.0,3.0,,,,32.0,1.0,74.0,155.0
james-pollard,James Pollard,P,2.0,,12.0,7.0,,3.0,1.0,1.0,1.0,,9.0,2.0,236.0,106.0
jordan-rhyne,Jordan Rhyne,P,,,15.0,13.0,,2.0,2.0,1.0,,,13.0,,119.0,155.0
justin-keller,Justin Keller,P,,,12.0,11.0,,,,,,,11.0,,-36.0,44.0
kainoa-chun-moy,Kainoa Chun Moy,P,,1.0,8.0,11.0,1.0,,1.0,,1.0,,11.0,,10.0,2.0
kevin-quinlan,Kevin Quinlan,P,,,,,1.0,1.0,,4.0,,,,,,
martin-gallant,Martin Gallant,P,1.0,1.0,18.0,15.0,,,,,,,19.0,4.0,259.0,82.0
matt-hanna,Matt Hanna,P,1.0,2.0,8.0,8.0,,2.0,1.0,1.0,,,8.0,,94.0,52.0
max-trifillis,Max Trifillis,P,1.0,1.0,7.0,5.0,,1.0,,,,,6.0,,121.0,-7.0
mike-campanella,Mike Campanella,P,1.0,2.0,11.0,14.0,,,,,,,15.0,1.0,-7.0,89.0
nate-little,Nate Little,P,1.0,,6.0,5.0,1.0,1.0,1.0,,,,5.0,,64.0,9.0
paul-owens,Paul Owens,P,1.0,3.0,20.0,25.0,,,,,18.0,1.0,25.0,,15.0,146.0
phillipe-le-bourdais,Phillipe Le Bourdais,P,,,,,,,,,,,,1.0,,
raphael-salvas,Raphael Salvas,P,,,,,,,,,,,,1.0,,
sean-mott,Sean Mott,P,4.0,,32.0,38.0,,2.0,5.0,3.0,,,40.0,2.0,-2.0,322.0
thomas-lalonde-landry,Thomas Lalonde-Landry,P,1.0,,,,,1.0,1.0,,,,,1.0,,
tynan-peterson,Tynan Peterson,P,1.0,1.0,,,,,,,,,,,,
