player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
alec-wilson-holliday,Alec Wilson Holliday,P,1.0,,9.0,6.0,,2.0,1.0,,,1.0,6.0,,313.0,5.0
ben-price,Ben Price,P,,,24.0,29.0,1.0,1.0,2.0,,,,31.0,1.0,127.0,114.0
brandon-dial,Brandon Dial,P,2.0,,6.0,6.0,,1.0,1.0,,,,6.0,,38.0,49.0
brooks-wallace,Brooks Wallace,P,2.0,,16.0,12.0,,2.0,,2.0,,,14.0,2.0,131.0,128.0
caleb-enright,Caleb Enright,P,,1.0,9.0,8.0,1.0,,1.0,1.0,,,10.0,2.0,61.0,99.0
colin-smith,Colin Smith,P,,1.0,5.0,3.0,,2.0,1.0,,,,4.0,1.0,41.0,13.0
connor-deluna,Connor DeLuna,P,3.0,2.0,8.0,6.0,,1.0,,1.0,,,7.0,,196.0,52.0
daniel-welkener,Daniel Welkener,P,,1.0,4.0,5.0,,,,,,,5.0,,3.0,36.0
daniel-winter,Daniel Winter,P,,,5.0,4.0,2.0,1.0,,,,,4.0,,35.0,17.0
duncan-fitzgerald,Duncan Fitzgerald,P,6.0,1.0,16.0,34.0,,1.0,1.0,3.0,,,36.0,2.0,89.0,366.0
elliott-moore,Elliott Moore,P,5.0,,9.0,9.0,,1.0,,,,,10.0,1.0,56.0,74.0
emmanuel-bilolo,Emmanuel Bilolo,P,,,16.0,15.0,1.0,,1.0,,,,16.0,1.0,115.0,2.0
emmanuel-kameri,Emmanuel Kameri,P,1.0,,12.0,14.0,,,1.0,1.0,,,14.0,,39.0,119.0
eric-brodbeck,Eric Brodbeck,P,,,7.0,5.0,,1.0,1.0,,,,6.0,1.0,104.0,17.0
evan-swiatek,Evan Swiatek,P,2.0,,23.0,17.0,,3.0,2.0,1.0,,,20.0,3.0,285.0,108.0
jack-wooldridge,Jack Wooldridge,P,,,4.0,6.0,,,2.0,,,,6.0,,-11.0,8.0
jackson-potts,Jackson Potts,P,,1.0,5.0,6.0,,,,,1.0,,7.0,1.0,54.0,77.0
jacob-sames,Jacob Sames,P,1.0,1.0,7.0,11.0,,,3.0,,,,11.0,,5.0,100.0
jake-floyd,Jake Floyd,P,2.0,,14.0,14.0,,,2.0,1.0,1.0,,15.0,,24.0,153.0
jake-radack,Jake Radack,P,3.0,,36.0,37.0,,,3.0,3.0,,,38.0,1.0,50.0,481.0
jason-hustad,Jason Hustad,P,4.0,3.0,42.0,42.0,,1.0,,2.0,6.0,,50.0,7.0,161.0,382.0
joey-wylie,Joey Wylie,P,,1.0,15.0,13.0,,3.0,3.0,,,,13.0,,137.0,61.0
joseph-welkener,Joseph Welkener,P,,,10.0,10.0,,1.0,,1.0,3.0,,13.0,2.0,42.0,86.0
joshua-zdrodowski,Joshua Zdrodowski,P,1.0,,3.0,3.0,,1.0,,1.0,12.0,,4.0,1.0,23.0,25.0
kyle-henke,Kyle Henke,P,2.0,1.0,24.0,20.0,,3.0,3.0,,,,21.0,1.0,297.0,151.0
mark-evans,Mark Evans,P,1.0,2.0,18.0,15.0,,2.0,2.0,1.0,,,17.0,2.0,246.0,76.0
mark-henke,Mark Henke,P,1.0,,10.0,6.0,,4.0,1.0,,,,6.0,,121.0,27.0
mick-walter,Mick Walter,P,,,4.0,2.0,,3.0,,,,,2.0,,51.0,20.0
myles-armstrong,Myles Armstrong,P,1.0,,16.0,16.0,,,2.0,,,,16.0,,186.0,24.0
myles-cooper,Myles Cooper,P,,,2.0,1.0,,,,,,,2.0,1.0,8.0,14.0
nick-loughran,Nick Loughran,P,,,4.0,4.0,,,1.0,,,,5.0,1.0,14.0,53.0
noah-chambers,Noah Chambers,P,,,4.0,2.0,,2.0,1.0,,,,2.0,,92.0,35.0
oliver-fay,Oliver Fay,P,3.0,3.0,6.0,7.0,,1.0,,,15.0,,8.0,1.0,51.0,41.0
reese-bowman,Reese Bowman,P,3.0,1.0,10.0,10.0,,2.0,,2.0,3.0,,10.0,,93.0,125.0
ryan-buckingham,Ryan Buckingham,P,,,8.0,2.0,1.0,4.0,,,3.0,,4.0,1.0,55.0,-5.0
samuel-roberts,Samuel Roberts,P,1.0,,12.0,15.0,,,1.0,1.0,2.0,,17.0,2.0,39.0,193.0
shane-worthington,Shane Worthington,P,,1.0,5.0,4.0,,2.0,,,,,5.0,1.0,47.0,4.0
timothy-mosher,Timothy Mosher,P,,,1.0,1.0,,,,,,,1.0,,1.0,
tyler-reinhardt,Tyler Reinhardt,P,1.0,1.0,3.0,4.0,,1.0,2.0,,,,4.0,,58.0,21.0
